   #Iter             <M>           <M^2>           <M^4>      U_{Binder}            \chi        C_v(tot)             <E>       <E_{exc}>       <E_{lsf}>
       1  2.81587308E-01  7.92914120E-02  6.28712801E-03  6.66666667E-01 -2.02899294E-37  0.00000000E+00 -5.44476834E+00 -5.25853726E+00  0.00000000E+00
    1471  2.69594007E-01  7.26883832E-02  5.28580708E-03  6.66527492E-01  4.64381062E-25  0.00000000E+00 -6.08760865E+00 -5.84964088E+00  0.00000000E+00
    1481  2.69547372E-01  7.26632994E-02  5.28217757E-03  6.66526357E-01  4.68067832E-25  0.00000000E+00 -6.08761338E+00 -5.84962457E+00  0.00000000E+00
    1491  2.69500676E-01  7.26381889E-02  5.27854583E-03  6.66525195E-01  4.71840637E-25  0.00000000E+00 -6.08761811E+00 -5.84960817E+00  0.00000000E+00
    1501  2.69453911E-01  7.26130464E-02  5.27491111E-03  6.66524006E-01  4.75703177E-25  0.00000000E+00 -6.08762286E+00 -5.84959168E+00  0.00000000E+00
    1511  2.69407065E-01  7.25878665E-02  5.27127264E-03  6.66522789E-01  4.79659273E-25  0.00000000E+00 -6.08762761E+00 -5.84957510E+00  0.00000000E+00
    1521  2.69360128E-01  7.25626437E-02  5.26762966E-03  6.66521541E-01  4.83712873E-25  0.00000000E+00 -6.08763236E+00 -5.84955842E+00  0.00000000E+00
    1531  2.69313091E-01  7.25373725E-02  5.26398141E-03  6.66520262E-01  4.87868062E-25  0.00000000E+00 -6.08763713E+00 -5.84954164E+00  0.00000000E+00
    1541  2.69265942E-01  7.25120475E-02  5.26032709E-03  6.66518951E-01  4.92129062E-25  0.00000000E+00 -6.08764190E+00 -5.84952476E+00  0.00000000E+00
    1551  2.69218671E-01  7.24866629E-02  5.25666593E-03  6.66517606E-01  4.96500246E-25  0.00000000E+00 -6.08764668E+00 -5.84950777E+00  0.00000000E+00
    1561  2.69171267E-01  7.24612132E-02  5.25299714E-03  6.66516226E-01  5.00986137E-25  0.00000000E+00 -6.08765147E+00 -5.84949068E+00  0.00000000E+00
    1571  2.69123720E-01  7.24356926E-02  5.24931991E-03  6.66514810E-01  5.05591420E-25  0.00000000E+00 -6.08765627E+00 -5.84947347E+00  0.00000000E+00
    1581  2.69076018E-01  7.24100954E-02  5.24563345E-03  6.66513356E-01  5.10320943E-25  0.00000000E+00 -6.08766108E+00 -5.84945616E+00  0.00000000E+00
