   #Iter             <M>           <M^2>           <M^4>      U_{Binder}            \chi        C_v(tot)             <E>       <E_{exc}>       <E_{lsf}>
    4781  2.78956930E+00  7.78169689E+00  6.05548067E+01  6.66666665E-01  6.25948448E-28  0.00000000E+00 -6.23873928E+00 -5.90259645E+00  0.00000000E+00
    4791  2.78956929E+00  7.78169682E+00  6.05548057E+01  6.66666665E-01  6.23340817E-28  0.00000000E+00 -6.23873928E+00 -5.90259645E+00  0.00000000E+00
    4801  2.78956928E+00  7.78169675E+00  6.05548046E+01  6.66666665E-01  6.20749233E-28  0.00000000E+00 -6.23873928E+00 -5.90259645E+00  0.00000000E+00
    4811  2.78956926E+00  7.78169668E+00  6.05548036E+01  6.66666665E-01  6.18173875E-28  0.00000000E+00 -6.23873928E+00 -5.90259645E+00  0.00000000E+00
    4821  2.78956925E+00  7.78169662E+00  6.05548025E+01  6.66666665E-01  6.15614830E-28  0.00000000E+00 -6.23873928E+00 -5.90259645E+00  0.00000000E+00
    4831  2.78956924E+00  7.78169655E+00  6.05548015E+01  6.66666665E-01  6.13071357E-28  0.00000000E+00 -6.23873928E+00 -5.90259646E+00  0.00000000E+00
    4841  2.78956923E+00  7.78169648E+00  6.05548004E+01  6.66666665E-01  6.10543534E-28  0.00000000E+00 -6.23873928E+00 -5.90259646E+00  0.00000000E+00
    4851  2.78956921E+00  7.78169641E+00  6.05547993E+01  6.66666665E-01  6.08031665E-28  0.00000000E+00 -6.23873929E+00 -5.90259646E+00  0.00000000E+00
    4861  2.78956920E+00  7.78169634E+00  6.05547983E+01  6.66666665E-01  6.05535484E-28  0.00000000E+00 -6.23873929E+00 -5.90259646E+00  0.00000000E+00
    4871  2.78956919E+00  7.78169627E+00  6.05547972E+01  6.66666665E-01  6.03054390E-28  0.00000000E+00 -6.23873929E+00 -5.90259646E+00  0.00000000E+00
    4881  2.78956918E+00  7.78169620E+00  6.05547961E+01  6.66666665E-01  6.00588409E-28  0.00000000E+00 -6.23873929E+00 -5.90259646E+00  0.00000000E+00
    4891  2.78956916E+00  7.78169614E+00  6.05547950E+01  6.66666665E-01  5.98137647E-28  0.00000000E+00 -6.23873929E+00 -5.90259647E+00  0.00000000E+00
    4901  2.78956915E+00  7.78169607E+00  6.05547940E+01  6.66666665E-01  5.95701987E-28  0.00000000E+00 -6.23873929E+00 -5.90259647E+00  0.00000000E+00
    4911  2.78956914E+00  7.78169600E+00  6.05547929E+01  6.66666665E-01  5.93281753E-28  0.00000000E+00 -6.23873929E+00 -5.90259647E+00  0.00000000E+00
    4921  2.78956913E+00  7.78169593E+00  6.05547918E+01  6.66666665E-01  5.90875710E-28  0.00000000E+00 -6.23873929E+00 -5.90259647E+00  0.00000000E+00
    4931  2.78956912E+00  7.78169586E+00  6.05547907E+01  6.66666665E-01  5.88484501E-28  0.00000000E+00 -6.23873929E+00 -5.90259647E+00  0.00000000E+00
    4941  2.78956910E+00  7.78169579E+00  6.05547896E+01  6.66666665E-01  5.86107245E-28  0.00000000E+00 -6.23873929E+00 -5.90259647E+00  0.00000000E+00
    4951  2.78956909E+00  7.78169572E+00  6.05547885E+01  6.66666665E-01  5.83744615E-28  0.00000000E+00 -6.23873930E+00 -5.90259647E+00  0.00000000E+00
    4961  2.78956908E+00  7.78169565E+00  6.05547874E+01  6.66666665E-01  5.81396443E-28  0.00000000E+00 -6.23873930E+00 -5.90259648E+00  0.00000000E+00
    4971  2.78956906E+00  7.78169558E+00  6.05547863E+01  6.66666665E-01  5.79062135E-28  0.00000000E+00 -6.23873930E+00 -5.90259648E+00  0.00000000E+00
    4981  2.78956905E+00  7.78169551E+00  6.05547852E+01  6.66666665E-01  5.76741841E-28  0.00000000E+00 -6.23873930E+00 -5.90259648E+00  0.00000000E+00
    4991  2.78956904E+00  7.78169544E+00  6.05547841E+01  6.66666665E-01  5.74436034E-28  0.00000000E+00 -6.23873930E+00 -5.90259648E+00  0.00000000E+00
    5001  2.78956903E+00  7.78169537E+00  6.05547830E+01  6.66666665E-01  5.72143673E-28  0.00000000E+00 -6.23873930E+00 -5.90259648E+00  0.00000000E+00
    5011  2.78956901E+00  7.78169529E+00  6.05547819E+01  6.66666665E-01  5.69864864E-28  0.00000000E+00 -6.23873930E+00 -5.90259648E+00  0.00000000E+00
    5021  2.78956900E+00  7.78169522E+00  6.05547808E+01  6.66666665E-01  5.67600429E-28  0.00000000E+00 -6.23873930E+00 -5.90259648E+00  0.00000000E+00
    5031  2.78956899E+00  7.78169515E+00  6.05547797E+01  6.66666665E-01  5.65349126E-28  0.00000000E+00 -6.23873930E+00 -5.90259649E+00  0.00000000E+00
    5041  2.78956898E+00  7.78169508E+00  6.05547786E+01  6.66666665E-01  5.63111126E-28  0.00000000E+00 -6.23873930E+00 -5.90259649E+00  0.00000000E+00
    5051  2.78956896E+00  7.78169501E+00  6.05547775E+01  6.66666665E-01  5.60886553E-28  0.00000000E+00 -6.23873930E+00 -5.90259649E+00  0.00000000E+00
    5061  2.78956895E+00  7.78169494E+00  6.05547764E+01  6.66666665E-01  5.58674826E-28  0.00000000E+00 -6.23873931E+00 -5.90259649E+00  0.00000000E+00
    5071  2.78956894E+00  7.78169486E+00  6.05547752E+01  6.66666665E-01  5.56476311E-28  0.00000000E+00 -6.23873931E+00 -5.90259649E+00  0.00000000E+00
    5081  2.78956892E+00  7.78169479E+00  6.05547741E+01  6.66666665E-01  5.54290899E-28  0.00000000E+00 -6.23873931E+00 -5.90259649E+00  0.00000000E+00
    5091  2.78956891E+00  7.78169472E+00  6.05547730E+01  6.66666665E-01  5.52118315E-28  0.00000000E+00 -6.23873931E+00 -5.90259650E+00  0.00000000E+00
    5101  2.78956890E+00  7.78169465E+00  6.05547719E+01  6.66666665E-01  5.49958945E-28  0.00000000E+00 -6.23873931E+00 -5.90259650E+00  0.00000000E+00
    5111  2.78956889E+00  7.78169458E+00  6.05547707E+01  6.66666665E-01  5.47812159E-28  0.00000000E+00 -6.23873931E+00 -5.90259650E+00  0.00000000E+00
    5121  2.78956887E+00  7.78169450E+00  6.05547696E+01  6.66666665E-01  5.45677714E-28  0.00000000E+00 -6.23873931E+00 -5.90259650E+00  0.00000000E+00
    5131  2.78956886E+00  7.78169443E+00  6.05547685E+01  6.66666665E-01  5.43556081E-28  0.00000000E+00 -6.23873931E+00 -5.90259650E+00  0.00000000E+00
    5141  2.78956885E+00  7.78169436E+00  6.05547673E+01  6.66666665E-01  5.41446750E-28  0.00000000E+00 -6.23873931E+00 -5.90259650E+00  0.00000000E+00
    5151  2.78956883E+00  7.78169428E+00  6.05547662E+01  6.66666665E-01  5.39349729E-28  0.00000000E+00 -6.23873931E+00 -5.90259650E+00  0.00000000E+00
    5161  2.78956882E+00  7.78169421E+00  6.05547650E+01  6.66666665E-01  5.37264529E-28  0.00000000E+00 -6.23873932E+00 -5.90259651E+00  0.00000000E+00
    5171  2.78956881E+00  7.78169414E+00  6.05547639E+01  6.66666665E-01  5.35191562E-28  0.00000000E+00 -6.23873932E+00 -5.90259651E+00  0.00000000E+00
    5181  2.78956879E+00  7.78169406E+00  6.05547627E+01  6.66666665E-01  5.33130250E-28  0.00000000E+00 -6.23873932E+00 -5.90259651E+00  0.00000000E+00
    5191  2.78956878E+00  7.78169399E+00  6.05547616E+01  6.66666665E-01  5.31080674E-28  0.00000000E+00 -6.23873932E+00 -5.90259651E+00  0.00000000E+00
    5201  2.78956877E+00  7.78169391E+00  6.05547604E+01  6.66666665E-01  5.29043226E-28  0.00000000E+00 -6.23873932E+00 -5.90259651E+00  0.00000000E+00
    5211  2.78956875E+00  7.78169384E+00  6.05547593E+01  6.66666665E-01  5.27017841E-28  0.00000000E+00 -6.23873932E+00 -5.90259651E+00  0.00000000E+00
    5221  2.78956874E+00  7.78169377E+00  6.05547581E+01  6.66666665E-01  5.25004246E-28  0.00000000E+00 -6.23873932E+00 -5.90259651E+00  0.00000000E+00
    5231  2.78956873E+00  7.78169369E+00  6.05547570E+01  6.66666665E-01  5.23001860E-28  0.00000000E+00 -6.23873932E+00 -5.90259652E+00  0.00000000E+00
    5241  2.78956871E+00  7.78169362E+00  6.05547558E+01  6.66666665E-01  5.21011322E-28  0.00000000E+00 -6.23873932E+00 -5.90259652E+00  0.00000000E+00
    5251  2.78956870E+00  7.78169354E+00  6.05547546E+01  6.66666665E-01  5.19032170E-28  0.00000000E+00 -6.23873932E+00 -5.90259652E+00  0.00000000E+00
    5261  2.78956869E+00  7.78169347E+00  6.05547535E+01  6.66666665E-01  5.17063820E-28  0.00000000E+00 -6.23873932E+00 -5.90259652E+00  0.00000000E+00
    5271  2.78956867E+00  7.78169339E+00  6.05547523E+01  6.66666665E-01  5.15107329E-28  0.00000000E+00 -6.23873932E+00 -5.90259652E+00  0.00000000E+00
    5281  2.78956866E+00  7.78169332E+00  6.05547511E+01  6.66666665E-01  5.13161470E-28  0.00000000E+00 -6.23873933E+00 -5.90259652E+00  0.00000000E+00
    5291  2.78956865E+00  7.78169324E+00  6.05547499E+01  6.66666665E-01  5.11226420E-28  0.00000000E+00 -6.23873933E+00 -5.90259652E+00  0.00000000E+00
    5301  2.78956863E+00  7.78169317E+00  6.05547488E+01  6.66666665E-01  5.09302837E-28  0.00000000E+00 -6.23873933E+00 -5.90259653E+00  0.00000000E+00
    5311  2.78956862E+00  7.78169309E+00  6.05547476E+01  6.66666665E-01  5.07389868E-28  0.00000000E+00 -6.23873933E+00 -5.90259653E+00  0.00000000E+00
    5321  2.78956861E+00  7.78169301E+00  6.05547464E+01  6.66666665E-01  5.05487949E-28  0.00000000E+00 -6.23873933E+00 -5.90259653E+00  0.00000000E+00
    5331  2.78956859E+00  7.78169294E+00  6.05547452E+01  6.66666665E-01  5.03596768E-28  0.00000000E+00 -6.23873933E+00 -5.90259653E+00  0.00000000E+00
    5341  2.78956858E+00  7.78169286E+00  6.05547440E+01  6.66666665E-01  5.01715911E-28  0.00000000E+00 -6.23873933E+00 -5.90259653E+00  0.00000000E+00
    5351  2.78956856E+00  7.78169278E+00  6.05547428E+01  6.66666665E-01  4.99845867E-28  0.00000000E+00 -6.23873933E+00 -5.90259653E+00  0.00000000E+00
    5361  2.78956855E+00  7.78169271E+00  6.05547416E+01  6.66666665E-01  4.97986255E-28  0.00000000E+00 -6.23873933E+00 -5.90259653E+00  0.00000000E+00
    5371  2.78956854E+00  7.78169263E+00  6.05547404E+01  6.66666665E-01  4.96137234E-28  0.00000000E+00 -6.23873933E+00 -5.90259654E+00  0.00000000E+00
    5381  2.78956852E+00  7.78169255E+00  6.05547392E+01  6.66666665E-01  4.94297912E-28  0.00000000E+00 -6.23873933E+00 -5.90259654E+00  0.00000000E+00
    5391  2.78956851E+00  7.78169248E+00  6.05547380E+01  6.66666665E-01  4.92469737E-28  0.00000000E+00 -6.23873934E+00 -5.90259654E+00  0.00000000E+00
    5401  2.78956850E+00  7.78169240E+00  6.05547368E+01  6.66666665E-01  4.90651530E-28  0.00000000E+00 -6.23873934E+00 -5.90259654E+00  0.00000000E+00
    5411  2.78956848E+00  7.78169232E+00  6.05547356E+01  6.66666665E-01  4.88843051E-28  0.00000000E+00 -6.23873934E+00 -5.90259654E+00  0.00000000E+00
    5421  2.78956847E+00  7.78169224E+00  6.05547344E+01  6.66666665E-01  4.87044750E-28  0.00000000E+00 -6.23873934E+00 -5.90259654E+00  0.00000000E+00
    5431  2.78956845E+00  7.78169217E+00  6.05547332E+01  6.66666665E-01  4.85256671E-28  0.00000000E+00 -6.23873934E+00 -5.90259655E+00  0.00000000E+00
    5441  2.78956844E+00  7.78169209E+00  6.05547320E+01  6.66666665E-01  4.83477800E-28  0.00000000E+00 -6.23873934E+00 -5.90259655E+00  0.00000000E+00
    5451  2.78956843E+00  7.78169201E+00  6.05547308E+01  6.66666665E-01  4.81708940E-28  0.00000000E+00 -6.23873934E+00 -5.90259655E+00  0.00000000E+00
    5461  2.78956841E+00  7.78169193E+00  6.05547295E+01  6.66666665E-01  4.79949780E-28  0.00000000E+00 -6.23873934E+00 -5.90259655E+00  0.00000000E+00
    5471  2.78956840E+00  7.78169185E+00  6.05547283E+01  6.66666665E-01  4.78200615E-28  0.00000000E+00 -6.23873934E+00 -5.90259655E+00  0.00000000E+00
    5481  2.78956838E+00  7.78169177E+00  6.05547271E+01  6.66666665E-01  4.76461011E-28  0.00000000E+00 -6.23873934E+00 -5.90259655E+00  0.00000000E+00
    5491  2.78956837E+00  7.78169170E+00  6.05547259E+01  6.66666665E-01  4.74730567E-28  0.00000000E+00 -6.23873934E+00 -5.90259655E+00  0.00000000E+00
    5501  2.78956836E+00  7.78169162E+00  6.05547246E+01  6.66666665E-01  4.73009719E-28  0.00000000E+00 -6.23873934E+00 -5.90259656E+00  0.00000000E+00
    5511  2.78956834E+00  7.78169154E+00  6.05547234E+01  6.66666665E-01  4.71298187E-28  0.00000000E+00 -6.23873935E+00 -5.90259656E+00  0.00000000E+00
    5521  2.78956833E+00  7.78169146E+00  6.05547222E+01  6.66666665E-01  4.69596009E-28  0.00000000E+00 -6.23873935E+00 -5.90259656E+00  0.00000000E+00
    5531  2.78956831E+00  7.78169138E+00  6.05547209E+01  6.66666665E-01  4.67903309E-28  0.00000000E+00 -6.23873935E+00 -5.90259656E+00  0.00000000E+00
    5541  2.78956830E+00  7.78169130E+00  6.05547197E+01  6.66666665E-01  4.66219530E-28  0.00000000E+00 -6.23873935E+00 -5.90259656E+00  0.00000000E+00
    5551  2.78956828E+00  7.78169122E+00  6.05547184E+01  6.66666665E-01  4.64545194E-28  0.00000000E+00 -6.23873935E+00 -5.90259656E+00  0.00000000E+00
    5561  2.78956827E+00  7.78169114E+00  6.05547172E+01  6.66666665E-01  4.62879508E-28  0.00000000E+00 -6.23873935E+00 -5.90259656E+00  0.00000000E+00
    5571  2.78956826E+00  7.78169106E+00  6.05547159E+01  6.66666665E-01  4.61222861E-28  0.00000000E+00 -6.23873935E+00 -5.90259657E+00  0.00000000E+00
    5581  2.78956824E+00  7.78169098E+00  6.05547147E+01  6.66666665E-01  4.59575463E-28  0.00000000E+00 -6.23873935E+00 -5.90259657E+00  0.00000000E+00
    5591  2.78956823E+00  7.78169090E+00  6.05547134E+01  6.66666665E-01  4.57936807E-28  0.00000000E+00 -6.23873935E+00 -5.90259657E+00  0.00000000E+00
    5601  2.78956821E+00  7.78169082E+00  6.05547122E+01  6.66666665E-01  4.56306950E-28  0.00000000E+00 -6.23873935E+00 -5.90259657E+00  0.00000000E+00
    5611  2.78956820E+00  7.78169074E+00  6.05547109E+01  6.66666665E-01  4.54685955E-28  0.00000000E+00 -6.23873935E+00 -5.90259657E+00  0.00000000E+00
    5621  2.78956818E+00  7.78169065E+00  6.05547097E+01  6.66666665E-01  4.53073801E-28  0.00000000E+00 -6.23873935E+00 -5.90259657E+00  0.00000000E+00
    5631  2.78956817E+00  7.78169057E+00  6.05547084E+01  6.66666665E-01  4.51470442E-28  0.00000000E+00 -6.23873935E+00 -5.90259657E+00  0.00000000E+00
    5641  2.78956815E+00  7.78169049E+00  6.05547071E+01  6.66666665E-01  4.49875047E-28  0.00000000E+00 -6.23873936E+00 -5.90259658E+00  0.00000000E+00
    5651  2.78956814E+00  7.78169041E+00  6.05547058E+01  6.66666665E-01  4.48288232E-28  0.00000000E+00 -6.23873936E+00 -5.90259658E+00  0.00000000E+00
    5661  2.78956812E+00  7.78169033E+00  6.05547046E+01  6.66666665E-01  4.46709904E-28  0.00000000E+00 -6.23873936E+00 -5.90259658E+00  0.00000000E+00
    5671  2.78956811E+00  7.78169025E+00  6.05547033E+01  6.66666665E-01  4.45139718E-28  0.00000000E+00 -6.23873936E+00 -5.90259658E+00  0.00000000E+00
    5681  2.78956809E+00  7.78169016E+00  6.05547020E+01  6.66666665E-01  4.43577833E-28  0.00000000E+00 -6.23873936E+00 -5.90259658E+00  0.00000000E+00
    5691  2.78956808E+00  7.78169008E+00  6.05547007E+01  6.66666665E-01  4.42024135E-28  0.00000000E+00 -6.23873936E+00 -5.90259658E+00  0.00000000E+00
    5701  2.78956807E+00  7.78169000E+00  6.05546995E+01  6.66666665E-01  4.40478760E-28  0.00000000E+00 -6.23873936E+00 -5.90259658E+00  0.00000000E+00
    5711  2.78956805E+00  7.78168992E+00  6.05546982E+01  6.66666666E-01  4.38941360E-28  0.00000000E+00 -6.23873936E+00 -5.90259659E+00  0.00000000E+00
    5721  2.78956804E+00  7.78168983E+00  6.05546969E+01  6.66666666E-01  4.37412159E-28  0.00000000E+00 -6.23873936E+00 -5.90259659E+00  0.00000000E+00
    5731  2.78956802E+00  7.78168975E+00  6.05546956E+01  6.66666666E-01  4.35891150E-28  0.00000000E+00 -6.23873936E+00 -5.90259659E+00  0.00000000E+00
    5741  2.78956801E+00  7.78168967E+00  6.05546943E+01  6.66666666E-01  4.34377782E-28  0.00000000E+00 -6.23873936E+00 -5.90259659E+00  0.00000000E+00
    5751  2.78956799E+00  7.78168958E+00  6.05546930E+01  6.66666666E-01  4.32872775E-28  0.00000000E+00 -6.23873936E+00 -5.90259659E+00  0.00000000E+00
    5761  2.78956798E+00  7.78168950E+00  6.05546917E+01  6.66666666E-01  4.31375723E-28  0.00000000E+00 -6.23873936E+00 -5.90259659E+00  0.00000000E+00
    5771  2.78956796E+00  7.78168942E+00  6.05546904E+01  6.66666666E-01  4.29885689E-28  0.00000000E+00 -6.23873937E+00 -5.90259659E+00  0.00000000E+00
    5781  2.78956795E+00  7.78168933E+00  6.05546891E+01  6.66666666E-01  4.28404061E-28  0.00000000E+00 -6.23873937E+00 -5.90259660E+00  0.00000000E+00
    5791  2.78956793E+00  7.78168925E+00  6.05546878E+01  6.66666666E-01  4.26929836E-28  0.00000000E+00 -6.23873937E+00 -5.90259660E+00  0.00000000E+00
    5801  2.78956792E+00  7.78168916E+00  6.05546864E+01  6.66666666E-01  4.25463399E-28  0.00000000E+00 -6.23873937E+00 -5.90259660E+00  0.00000000E+00
    5811  2.78956790E+00  7.78168908E+00  6.05546851E+01  6.66666666E-01  4.24004803E-28  0.00000000E+00 -6.23873937E+00 -5.90259660E+00  0.00000000E+00
    5821  2.78956789E+00  7.78168899E+00  6.05546838E+01  6.66666666E-01  4.22553163E-28  0.00000000E+00 -6.23873937E+00 -5.90259660E+00  0.00000000E+00
    5831  2.78956787E+00  7.78168891E+00  6.05546825E+01  6.66666666E-01  4.21109657E-28  0.00000000E+00 -6.23873937E+00 -5.90259660E+00  0.00000000E+00
    5841  2.78956785E+00  7.78168882E+00  6.05546812E+01  6.66666666E-01  4.19673586E-28  0.00000000E+00 -6.23873937E+00 -5.90259660E+00  0.00000000E+00
    5851  2.78956784E+00  7.78168874E+00  6.05546798E+01  6.66666666E-01  4.18244549E-28  0.00000000E+00 -6.23873937E+00 -5.90259661E+00  0.00000000E+00
    5861  2.78956782E+00  7.78168865E+00  6.05546785E+01  6.66666666E-01  4.16822805E-28  0.00000000E+00 -6.23873937E+00 -5.90259661E+00  0.00000000E+00
    5871  2.78956781E+00  7.78168857E+00  6.05546772E+01  6.66666666E-01  4.15408493E-28  0.00000000E+00 -6.23873937E+00 -5.90259661E+00  0.00000000E+00
    5881  2.78956779E+00  7.78168848E+00  6.05546758E+01  6.66666666E-01  4.14001707E-28  0.00000000E+00 -6.23873937E+00 -5.90259661E+00  0.00000000E+00
    5891  2.78956778E+00  7.78168840E+00  6.05546745E+01  6.66666666E-01  4.12601942E-28  0.00000000E+00 -6.23873937E+00 -5.90259661E+00  0.00000000E+00
    5901  2.78956776E+00  7.78168831E+00  6.05546732E+01  6.66666666E-01  4.11209081E-28  0.00000000E+00 -6.23873938E+00 -5.90259661E+00  0.00000000E+00
    5911  2.78956775E+00  7.78168822E+00  6.05546718E+01  6.66666666E-01  4.09823679E-28  0.00000000E+00 -6.23873938E+00 -5.90259661E+00  0.00000000E+00
    5921  2.78956773E+00  7.78168814E+00  6.05546705E+01  6.66666666E-01  4.08445387E-28  0.00000000E+00 -6.23873938E+00 -5.90259662E+00  0.00000000E+00
    5931  2.78956772E+00  7.78168805E+00  6.05546691E+01  6.66666666E-01  4.07073653E-28  0.00000000E+00 -6.23873938E+00 -5.90259662E+00  0.00000000E+00
    5941  2.78956770E+00  7.78168796E+00  6.05546678E+01  6.66666666E-01  4.05708755E-28  0.00000000E+00 -6.23873938E+00 -5.90259662E+00  0.00000000E+00
    5951  2.78956769E+00  7.78168788E+00  6.05546664E+01  6.66666666E-01  4.04351268E-28  0.00000000E+00 -6.23873938E+00 -5.90259662E+00  0.00000000E+00
    5961  2.78956767E+00  7.78168779E+00  6.05546650E+01  6.66666666E-01  4.03000441E-28  0.00000000E+00 -6.23873938E+00 -5.90259662E+00  0.00000000E+00
    5971  2.78956765E+00  7.78168770E+00  6.05546637E+01  6.66666666E-01  4.01656152E-28  0.00000000E+00 -6.23873938E+00 -5.90259662E+00  0.00000000E+00
    5981  2.78956764E+00  7.78168761E+00  6.05546623E+01  6.66666666E-01  4.00318655E-28  0.00000000E+00 -6.23873938E+00 -5.90259662E+00  0.00000000E+00
    5991  2.78956762E+00  7.78168753E+00  6.05546609E+01  6.66666666E-01  3.98988257E-28  0.00000000E+00 -6.23873938E+00 -5.90259663E+00  0.00000000E+00
    6001  2.78956761E+00  7.78168744E+00  6.05546596E+01  6.66666666E-01  3.97664359E-28  0.00000000E+00 -6.23873938E+00 -5.90259663E+00  0.00000000E+00
    6011  2.78956759E+00  7.78168735E+00  6.05546582E+01  6.66666666E-01  3.96347334E-28  0.00000000E+00 -6.23873938E+00 -5.90259663E+00  0.00000000E+00
    6021  2.78956757E+00  7.78168726E+00  6.05546568E+01  6.66666666E-01  3.95036715E-28  0.00000000E+00 -6.23873938E+00 -5.90259663E+00  0.00000000E+00
    6031  2.78956756E+00  7.78168717E+00  6.05546554E+01  6.66666666E-01  3.93732739E-28  0.00000000E+00 -6.23873938E+00 -5.90259663E+00  0.00000000E+00
    6041  2.78956754E+00  7.78168708E+00  6.05546541E+01  6.66666666E-01  3.92435261E-28  0.00000000E+00 -6.23873939E+00 -5.90259663E+00  0.00000000E+00
    6051  2.78956753E+00  7.78168699E+00  6.05546527E+01  6.66666666E-01  3.91144250E-28  0.00000000E+00 -6.23873939E+00 -5.90259663E+00  0.00000000E+00
    6061  2.78956751E+00  7.78168691E+00  6.05546513E+01  6.66666666E-01  3.89859625E-28  0.00000000E+00 -6.23873939E+00 -5.90259664E+00  0.00000000E+00
    6071  2.78956750E+00  7.78168682E+00  6.05546499E+01  6.66666666E-01  3.88581379E-28  0.00000000E+00 -6.23873939E+00 -5.90259664E+00  0.00000000E+00
    6081  2.78956748E+00  7.78168673E+00  6.05546485E+01  6.66666666E-01  3.87309173E-28  0.00000000E+00 -6.23873939E+00 -5.90259664E+00  0.00000000E+00
    6091  2.78956746E+00  7.78168664E+00  6.05546471E+01  6.66666666E-01  3.86043440E-28  0.00000000E+00 -6.23873939E+00 -5.90259664E+00  0.00000000E+00
    6101  2.78956745E+00  7.78168655E+00  6.05546457E+01  6.66666666E-01  3.84784052E-28  0.00000000E+00 -6.23873939E+00 -5.90259664E+00  0.00000000E+00
    6111  2.78956743E+00  7.78168646E+00  6.05546443E+01  6.66666666E-01  3.83531143E-28  0.00000000E+00 -6.23873939E+00 -5.90259664E+00  0.00000000E+00
    6121  2.78956741E+00  7.78168637E+00  6.05546429E+01  6.66666666E-01  3.82283985E-28  0.00000000E+00 -6.23873939E+00 -5.90259664E+00  0.00000000E+00
    6131  2.78956740E+00  7.78168628E+00  6.05546415E+01  6.66666666E-01  3.81042911E-28  0.00000000E+00 -6.23873939E+00 -5.90259665E+00  0.00000000E+00
    6141  2.78956738E+00  7.78168619E+00  6.05546401E+01  6.66666666E-01  3.79808185E-28  0.00000000E+00 -6.23873939E+00 -5.90259665E+00  0.00000000E+00
    6151  2.78956737E+00  7.78168609E+00  6.05546387E+01  6.66666666E-01  3.78579640E-28  0.00000000E+00 -6.23873939E+00 -5.90259665E+00  0.00000000E+00
    6161  2.78956735E+00  7.78168600E+00  6.05546372E+01  6.66666666E-01  3.77357045E-28  0.00000000E+00 -6.23873939E+00 -5.90259665E+00  0.00000000E+00
    6171  2.78956733E+00  7.78168591E+00  6.05546358E+01  6.66666666E-01  3.76140453E-28  0.00000000E+00 -6.23873939E+00 -5.90259665E+00  0.00000000E+00
    6181  2.78956732E+00  7.78168582E+00  6.05546344E+01  6.66666666E-01  3.74929474E-28  0.00000000E+00 -6.23873940E+00 -5.90259665E+00  0.00000000E+00
    6191  2.78956730E+00  7.78168573E+00  6.05546330E+01  6.66666666E-01  3.73724416E-28  0.00000000E+00 -6.23873940E+00 -5.90259666E+00  0.00000000E+00
    6201  2.78956728E+00  7.78168564E+00  6.05546315E+01  6.66666666E-01  3.72525351E-28  0.00000000E+00 -6.23873940E+00 -5.90259666E+00  0.00000000E+00
    6211  2.78956727E+00  7.78168554E+00  6.05546301E+01  6.66666666E-01  3.71332077E-28  0.00000000E+00 -6.23873940E+00 -5.90259666E+00  0.00000000E+00
    6221  2.78956725E+00  7.78168545E+00  6.05546287E+01  6.66666666E-01  3.70144434E-28  0.00000000E+00 -6.23873940E+00 -5.90259666E+00  0.00000000E+00
    6231  2.78956723E+00  7.78168536E+00  6.05546272E+01  6.66666666E-01  3.68962560E-28  0.00000000E+00 -6.23873940E+00 -5.90259666E+00  0.00000000E+00
    6241  2.78956722E+00  7.78168527E+00  6.05546258E+01  6.66666666E-01  3.67786260E-28  0.00000000E+00 -6.23873940E+00 -5.90259666E+00  0.00000000E+00
    6251  2.78956720E+00  7.78168517E+00  6.05546243E+01  6.66666666E-01  3.66615883E-28  0.00000000E+00 -6.23873940E+00 -5.90259666E+00  0.00000000E+00
    6261  2.78956718E+00  7.78168508E+00  6.05546229E+01  6.66666666E-01  3.65451321E-28  0.00000000E+00 -6.23873940E+00 -5.90259667E+00  0.00000000E+00
    6271  2.78956717E+00  7.78168499E+00  6.05546214E+01  6.66666666E-01  3.64292135E-28  0.00000000E+00 -6.23873940E+00 -5.90259667E+00  0.00000000E+00
    6281  2.78956715E+00  7.78168489E+00  6.05546200E+01  6.66666666E-01  3.63139033E-28  0.00000000E+00 -6.23873940E+00 -5.90259667E+00  0.00000000E+00
    6291  2.78956713E+00  7.78168480E+00  6.05546185E+01  6.66666666E-01  3.61991301E-28  0.00000000E+00 -6.23873940E+00 -5.90259667E+00  0.00000000E+00
    6301  2.78956712E+00  7.78168471E+00  6.05546170E+01  6.66666666E-01  3.60848697E-28  0.00000000E+00 -6.23873940E+00 -5.90259667E+00  0.00000000E+00
    6311  2.78956710E+00  7.78168461E+00  6.05546156E+01  6.66666666E-01  3.59711552E-28  0.00000000E+00 -6.23873940E+00 -5.90259667E+00  0.00000000E+00
    6321  2.78956708E+00  7.78168452E+00  6.05546141E+01  6.66666666E-01  3.58579822E-28  0.00000000E+00 -6.23873941E+00 -5.90259667E+00  0.00000000E+00
    6331  2.78956707E+00  7.78168442E+00  6.05546126E+01  6.66666666E-01  3.57453461E-28  0.00000000E+00 -6.23873941E+00 -5.90259668E+00  0.00000000E+00
    6341  2.78956705E+00  7.78168433E+00  6.05546112E+01  6.66666666E-01  3.56332821E-28  0.00000000E+00 -6.23873941E+00 -5.90259668E+00  0.00000000E+00
    6351  2.78956703E+00  7.78168423E+00  6.05546097E+01  6.66666666E-01  3.55217095E-28  0.00000000E+00 -6.23873941E+00 -5.90259668E+00  0.00000000E+00
    6361  2.78956702E+00  7.78168414E+00  6.05546082E+01  6.66666666E-01  3.54106665E-28  0.00000000E+00 -6.23873941E+00 -5.90259668E+00  0.00000000E+00
    6371  2.78956700E+00  7.78168404E+00  6.05546067E+01  6.66666666E-01  3.53001827E-28  0.00000000E+00 -6.23873941E+00 -5.90259668E+00  0.00000000E+00
