#    iq    q_x        q_y      q_x          qw       Re(S_xx)        Re(S_yy)        Re(S_zz)         |S|      
    161 -0.450000 -0.050000 -0.450000        1    1.46629839E-09  1.71142008E-10  2.05817024E-09  2.53286109E-09
    162 -0.400000 -0.050000 -0.450000        1    4.16049843E-09  1.73022944E-09  2.00582909E-09  4.93221972E-09
    163 -0.350000 -0.050000 -0.450000        1    7.14620205E-10  1.58531370E-09  4.24011435E-10  1.78988470E-09
    164 -0.300000 -0.050000 -0.450000        1    7.11168930E-09  6.26557577E-09  2.72963150E-10  9.48198678E-09
    165 -0.250000 -0.050000 -0.450000        1    1.01650270E-09  3.63381327E-10  2.65951311E-09  2.87024976E-09
    166 -0.200000 -0.050000 -0.450000        1    2.67107426E-09  1.92507092E-10  5.58061257E-09  6.18990576E-09
    167 -0.150000 -0.050000 -0.450000        1    6.29936046E-09  7.17297654E-09  3.28265340E-10  9.55203082E-09
    168 -0.100000 -0.050000 -0.450000        1    1.02640476E-09  1.00224277E-08  3.40719706E-09  1.06353916E-08
    169 -0.050000 -0.050000 -0.450000        1    4.74219369E-09  1.80740459E-09  6.12020810E-10  5.11172004E-09
    170  0.000000 -0.050000 -0.450000        1    6.60651001E-09  1.74153520E-09  1.41203041E-08  1.56863606E-08
    171  0.050000 -0.050000 -0.450000        1    1.86954686E-10  3.82543301E-09  9.77094385E-09  1.04947717E-08
    172  0.100000 -0.050000 -0.450000        1    3.53555148E-09  4.06443129E-10  1.22577078E-08  1.27638835E-08
    173  0.150000 -0.050000 -0.450000        1    8.67604695E-09  6.06603380E-09  8.04846062E-10  1.06168891E-08
    174  0.200000 -0.050000 -0.450000        1    7.05686908E-09  1.17878015E-09  3.57731603E-09  7.99913206E-09
    175  0.250000 -0.050000 -0.450000        1    1.10719128E-09  1.61457226E-09  5.02891281E-09  5.39654336E-09
    176  0.300000 -0.050000 -0.450000        1    7.74712709E-10  3.72522277E-09  6.55567180E-09  7.57986129E-09
    177  0.350000 -0.050000 -0.450000        1    4.90890116E-10  6.38082133E-09  3.59489958E-09  7.34024230E-09
    178  0.400000 -0.050000 -0.450000        1    4.14038263E-10  6.53187857E-09  4.98938647E-09  8.22987501E-09
    179  0.450000 -0.050000 -0.450000        1    3.16366063E-09  2.58411662E-10  8.14655808E-09  8.74310779E-09
    180  0.500000 -0.050000 -0.450000        1    4.73627310E-09  3.38178785E-09  5.69651839E-09  8.14365358E-09
    181 -0.450000  0.000000 -0.450000        1    2.23545060E-09  7.58059249E-09  6.64973361E-10  7.93125535E-09
    182 -0.400000  0.000000 -0.450000        1    3.02302687E-09  8.24629996E-09  1.65955335E-09  8.93835957E-09
    183 -0.350000  0.000000 -0.450000        1    1.65318974E-09  2.14785777E-10  3.64609310E-09  4.00913509E-09
    184 -0.300000  0.000000 -0.450000        1    7.78764454E-10  6.55966267E-09  3.18653056E-10  6.61340973E-09
    185 -0.250000  0.000000 -0.450000        1    1.35210489E-09  1.38987362E-09  5.37156220E-09  5.71083328E-09
    186 -0.200000  0.000000 -0.450000        1    5.33156017E-10  8.75939904E-09  1.80393939E-09  8.95910286E-09
    187 -0.150000  0.000000 -0.450000        1    2.17145592E-09  4.17929178E-09  1.01507520E-10  4.71083903E-09
    188 -0.100000  0.000000 -0.450000        1    4.61688665E-09  1.08845159E-08  3.92632716E-09  1.24581048E-08
    189 -0.050000  0.000000 -0.450000        1    5.36126457E-09  2.62418049E-08  6.88342646E-10  2.67927098E-08
    190  0.000000  0.000000 -0.450000        1    6.16695101E-09  4.40083077E-09  4.74425149E-09  8.93904460E-09
    191  0.050000  0.000000 -0.450000        1    9.35011214E-10  3.33145142E-09  1.71227246E-08  1.74688441E-08
    192  0.100000  0.000000 -0.450000        1    1.27735884E-08  7.13195971E-09  1.48243542E-09  1.47046600E-08
    193  0.150000  0.000000 -0.450000        1    1.33632949E-09  2.89393540E-10  1.84300437E-09  2.29481813E-09
    194  0.200000  0.000000 -0.450000        1    2.04378326E-09  6.68559876E-09  6.72191213E-10  7.02325579E-09
    195  0.250000  0.000000 -0.450000        1    1.71088399E-09  1.49577457E-08  5.84621849E-10  1.50666208E-08
    196  0.300000  0.000000 -0.450000        1    5.84426114E-10  7.97736791E-09  9.44063134E-11  7.99930404E-09
    197  0.350000  0.000000 -0.450000        1    3.40035609E-09  4.22293382E-10  2.31027756E-09  4.13257010E-09
    198  0.400000  0.000000 -0.450000        1    5.18047566E-09  2.87320568E-09  2.39821538E-09  6.39093701E-09
    199  0.450000  0.000000 -0.450000        1    3.10154239E-09  2.46024837E-09  4.41973103E-09  5.93349893E-09
    200  0.500000  0.000000 -0.450000        1    1.65633019E-09  2.51528509E-10  5.85063991E-10  1.77454111E-09
    201 -0.450000  0.050000 -0.450000        1    2.72136023E-09  7.69359445E-09  2.12353405E-10  8.16347298E-09
    202 -0.400000  0.050000 -0.450000        1    5.65663134E-10  8.11036136E-09  1.45897901E-09  8.25993680E-09
    203 -0.350000  0.050000 -0.450000        1    1.14680807E-08  3.99021240E-09  3.33593949E-09  1.25923454E-08
    204 -0.300000  0.050000 -0.450000        1    1.36991830E-08  6.53477027E-09  3.08519026E-09  1.54883581E-08
    205 -0.250000  0.050000 -0.450000        1    7.39509822E-09  2.41377845E-09  2.58362492E-09  8.19688488E-09
    206 -0.200000  0.050000 -0.450000        1    5.02953327E-09  1.01908022E-09  4.50782785E-09  6.83046421E-09
    207 -0.150000  0.050000 -0.450000        1    1.46340863E-09  1.21880417E-09  3.05988265E-09  3.60415458E-09
    208 -0.100000  0.050000 -0.450000        1    7.95937060E-09  7.96248647E-09  4.31238573E-09  1.20560956E-08
    209 -0.050000  0.050000 -0.450000        1    2.82748356E-09  9.49622022E-09  3.30774571E-09  1.04457668E-08
    210  0.000000  0.050000 -0.450000        1    5.43769182E-10  1.24599867E-09  5.86352326E-10  1.48054269E-09
    211  0.050000  0.050000 -0.450000        1    5.77678597E-09  1.21127356E-09  6.74846618E-09  8.96550253E-09
    212  0.100000  0.050000 -0.450000        1    3.09706057E-09  6.01118184E-10  3.65491179E-09  4.82819919E-09
    213  0.150000  0.050000 -0.450000        1    2.88041362E-09  1.55701692E-09  1.07912484E-09  3.44754909E-09
    214  0.200000  0.050000 -0.450000        1    1.03017670E-08  4.63566720E-09  1.23471504E-10  1.12973917E-08
    215  0.250000  0.050000 -0.450000        1    1.55869927E-09  2.25207330E-09  1.01124521E-08  1.04767869E-08
    216  0.300000  0.050000 -0.450000        1    7.81428777E-09  8.13865675E-10  2.68299018E-09  8.30204234E-09
    217  0.350000  0.050000 -0.450000        1    7.96862985E-09  2.88793804E-08  5.26110109E-09  3.04170488E-08
    218  0.400000  0.050000 -0.450000        1    1.43932690E-09  6.99089088E-10  1.23764073E-08  1.24794169E-08
    219  0.450000  0.050000 -0.450000        1    7.76607230E-10  1.54986608E-09  1.26566048E-08  1.27747740E-08
    220  0.500000  0.050000 -0.450000        1    2.46328799E-09  3.45956368E-09  2.70874576E-11  4.24701098E-09
    221 -0.450000  0.100000 -0.450000        1    1.52011892E-09  3.80944111E-10  6.48918554E-10  1.69616486E-09
    222 -0.400000  0.100000 -0.450000        1    6.97629970E-10  1.92557819E-09  2.67191750E-09  3.36655344E-09
    223 -0.350000  0.100000 -0.450000        1    2.02588063E-09  4.16970644E-09  7.00857527E-10  4.68848007E-09
    224 -0.300000  0.100000 -0.450000        1    2.78268030E-10  5.15849881E-09  2.63719569E-10  5.17272570E-09
    225 -0.250000  0.100000 -0.450000        1    9.77585592E-10  4.02497130E-09  2.47114621E-09  4.82313499E-09
    226 -0.200000  0.100000 -0.450000        1    7.54500539E-09  3.88747306E-09  2.42838929E-10  8.49108496E-09
    227 -0.150000  0.100000 -0.450000        1    1.29855232E-09  2.45791304E-10  1.61329915E-10  1.33141986E-09
    228 -0.100000  0.100000 -0.450000        1    1.92932774E-09  3.14236324E-09  4.63251521E-09  5.92089093E-09
    229 -0.050000  0.100000 -0.450000        1    1.76813345E-09  7.22038195E-11  2.43776413E-10  1.78631919E-09
    230  0.000000  0.100000 -0.450000        1    1.20672465E-09  4.19740921E-09  3.79871761E-10  4.38391732E-09
    231  0.050000  0.100000 -0.450000        1    5.18575282E-09  5.89421073E-09  1.94201898E-09  8.08734754E-09
    232  0.100000  0.100000 -0.450000        1    1.18071768E-08  6.45994316E-10  5.32730913E-09  1.29694624E-08
    233  0.150000  0.100000 -0.450000        1    1.97413315E-09  1.95760475E-09  6.39463970E-09  6.97286419E-09
    234  0.200000  0.100000 -0.450000        1    1.32846196E-08  1.99719065E-09  1.79675342E-08  2.24343971E-08
    235  0.250000  0.100000 -0.450000        1    4.50091283E-10  1.10116252E-09  5.54460924E-09  5.67078766E-09
    236  0.300000  0.100000 -0.450000        1    2.25273649E-09  1.03720833E-09  3.59595885E-09  4.36824254E-09
