   #Iter             <M>           <M^2>           <M^4>      U_{Binder}            \chi        C_v(tot)             <E>       <E_{exc}>       <E_{lsf}>
     491  1.17686294E-02  1.64795851E-04  4.56445778E-08  4.39758346E-01  2.16948900E-03  2.18202490E-01 -2.04099317E-01 -2.01827098E-01  0.00000000E+00
     501  1.17816709E-02  1.64748160E-04  4.51396427E-08  4.45635111E-01  2.14021455E-03  2.19847739E-01 -2.04133039E-01 -2.01866893E-01  0.00000000E+00
     511  1.18621348E-02  1.67094675E-04  4.70243800E-08  4.38594580E-01  2.17685033E-03  2.20097295E-01 -2.04212831E-01 -2.01951515E-01  0.00000000E+00
     521  1.17692585E-02  1.64427552E-04  4.57100045E-08  4.36439136E-01  2.13788093E-03  2.22202840E-01 -2.04277992E-01 -2.02013186E-01  0.00000000E+00
     531  1.17220360E-02  1.63666826E-04  4.58186181E-08  4.29836499E-01  2.16664150E-03  2.23994856E-01 -2.04232151E-01 -2.01964438E-01  0.00000000E+00
     541  1.16147996E-02  1.61328772E-04  4.50687905E-08  4.22793795E-01  2.18021393E-03  2.21355255E-01 -2.04233229E-01 -2.01965751E-01  0.00000000E+00
     551  1.15448942E-02  1.59304740E-04  4.40315284E-08  4.21657501E-01  2.14679577E-03  2.19997988E-01 -2.04205781E-01 -2.01939981E-01  0.00000000E+00
     561  1.14824884E-02  1.57476250E-04  4.30278036E-08  4.21640606E-01  2.11449917E-03  2.17178311E-01 -2.04126230E-01 -2.01856428E-01  0.00000000E+00
     571  1.14970466E-02  1.57896360E-04  4.30492061E-08  4.24428004E-01  2.12155906E-03  2.14904973E-01 -2.04023913E-01 -2.01761894E-01  0.00000000E+00
     581  1.15402272E-02  1.58571141E-04  4.30058574E-08  4.29890797E-01  2.09515893E-03  2.14101389E-01 -2.03984304E-01 -2.01723947E-01  0.00000000E+00
     591  1.15076193E-02  1.57467643E-04  4.23348276E-08  4.30893051E-01  2.06612078E-03  2.11534578E-01 -2.03968068E-01 -2.01708245E-01  0.00000000E+00
     601  1.15475751E-02  1.58069322E-04  4.23097382E-08  4.35552048E-01  2.03975965E-03  2.12778847E-01 -2.03992640E-01 -2.01734490E-01  0.00000000E+00
     611  1.15836186E-02  1.58712413E-04  4.24594597E-08  4.38135727E-01  2.02403096E-03  2.21480713E-01 -2.03998107E-01 -2.01734579E-01  0.00000000E+00
     621  1.15790942E-02  1.58195541E-04  4.18774930E-08  4.42209719E-01  1.99003284E-03  2.23115276E-01 -2.04013395E-01 -2.01745100E-01  0.00000000E+00
     631  1.15931613E-02  1.58571198E-04  4.20966577E-08  4.41944044E-01  1.99413245E-03  2.22624156E-01 -2.03996010E-01 -2.01731811E-01  0.00000000E+00
     641  1.16366676E-02  1.59661238E-04  4.26859060E-08  4.41832861E-01  2.00068312E-03  2.27993737E-01 -2.03961524E-01 -2.01703417E-01  0.00000000E+00
     651  1.16429805E-02  1.60160261E-04  4.32309653E-08  4.38222759E-01  2.02972983E-03  2.35585604E-01 -2.04027551E-01 -2.01767436E-01  0.00000000E+00
     661  1.16229948E-02  1.59462325E-04  4.27394533E-08  4.39737540E-01  2.01051048E-03  2.31183547E-01 -2.04040831E-01 -2.01780906E-01  0.00000000E+00
     671  1.16715060E-02  1.60734112E-04  4.35112400E-08  4.38610744E-01  2.02220479E-03  2.27625466E-01 -2.04054491E-01 -2.01789282E-01  0.00000000E+00
     681  1.17296832E-02  1.62297282E-04  4.42357880E-08  4.40203702E-01  2.03885065E-03  2.23501914E-01 -2.04031872E-01 -2.01768118E-01  0.00000000E+00
     691  1.17841229E-02  1.64041812E-04  4.52425708E-08  4.39575767E-01  2.07716979E-03  2.25302028E-01 -2.03946990E-01 -2.01684822E-01  0.00000000E+00
     701  1.17832458E-02  1.63922145E-04  4.51366164E-08  4.40071607E-01  2.06900211E-03  2.23154878E-01 -2.03905350E-01 -2.01642949E-01  0.00000000E+00
     711  1.17659679E-02  1.63950782E-04  4.55763658E-08  4.34813929E-01  2.10493457E-03  2.22791030E-01 -2.03911523E-01 -2.01653406E-01  0.00000000E+00
     721  1.16878862E-02  1.62271936E-04  4.48390193E-08  4.32392644E-01  2.11751417E-03  2.22944254E-01 -2.03949684E-01 -2.01692036E-01  0.00000000E+00
     731  1.16869684E-02  1.62146965E-04  4.46885959E-08  4.33424481E-01  2.10897352E-03  2.21433187E-01 -2.03953893E-01 -2.01695093E-01  0.00000000E+00
     741  1.17403083E-02  1.63175183E-04  4.48000391E-08  4.39147160E-01  2.09070752E-03  2.18954356E-01 -2.03910043E-01 -2.01651907E-01  0.00000000E+00
     751  1.17495851E-02  1.63479162E-04  4.50032021E-08  4.38697012E-01  2.09780866E-03  2.20745143E-01 -2.03993205E-01 -2.01733496E-01  0.00000000E+00
     761  1.18233698E-02  1.65744471E-04  4.65510406E-08  4.35154027E-01  2.14120505E-03  2.16446054E-01 -2.04012824E-01 -2.01755120E-01  0.00000000E+00
     771  1.17799210E-02  1.64594384E-04  4.59367127E-08  4.34791567E-01  2.13092891E-03  2.14454678E-01 -2.04040425E-01 -2.01784588E-01  0.00000000E+00
     781  1.17785072E-02  1.64694417E-04  4.60124810E-08  4.34546834E-01  2.14193018E-03  2.15083215E-01 -2.03995941E-01 -2.01737102E-01  0.00000000E+00
     791  1.17490878E-02  1.63924361E-04  4.55645313E-08  4.34778522E-01  2.13550393E-03  2.14316635E-01 -2.04007498E-01 -2.01748615E-01  0.00000000E+00
     801  1.17054983E-02  1.63045164E-04  4.51609042E-08  4.33727426E-01  2.14731673E-03  2.13972192E-01 -2.04001838E-01 -2.01745818E-01  0.00000000E+00
     811  1.17094896E-02  1.62896708E-04  4.48569130E-08  4.36513505E-01  2.12735770E-03  2.12328613E-01 -2.03996410E-01 -2.01735581E-01  0.00000000E+00
     821  1.17144004E-02  1.63135304E-04  4.50062214E-08  4.36290457E-01  2.13755260E-03  2.11001889E-01 -2.04013664E-01 -2.01752755E-01  0.00000000E+00
     831  1.17092137E-02  1.63228474E-04  4.52179400E-08  4.34285021E-01  2.15526316E-03  2.15394386E-01 -2.03978417E-01 -2.01719822E-01  0.00000000E+00
     841  1.17112869E-02  1.62901461E-04  4.48199620E-08  4.37010533E-01  2.12427704E-03  2.15180086E-01 -2.04012948E-01 -2.01754268E-01  0.00000000E+00
     851  1.17210182E-02  1.64457696E-04  4.71845531E-08  4.18472590E-01  2.23386081E-03  2.13828066E-01 -2.04038605E-01 -2.01779713E-01  0.00000000E+00
     861  1.17340967E-02  1.64621068E-04  4.70339503E-08  4.21478677E-01  2.22203074E-03  2.25958381E-01 -2.03997606E-01 -2.01736043E-01  0.00000000E+00
     871  1.17415067E-02  1.64627691E-04  4.68069916E-08  4.24316606E-01  2.20822513E-03  2.24217180E-01 -2.03969679E-01 -2.01707897E-01  0.00000000E+00
     881  1.17426895E-02  1.64999162E-04  4.73380053E-08  4.20404207E-01  2.23658158E-03  2.24943663E-01 -2.03961551E-01 -2.01702094E-01  0.00000000E+00
     891  1.17605352E-02  1.66004591E-04  4.82749200E-08  4.16070910E-01  2.28492939E-03  2.24877372E-01 -2.03972154E-01 -2.01715772E-01  0.00000000E+00
     901  1.17851310E-02  1.66230761E-04  4.80831479E-08  4.19972141E-01  2.25580887E-03  2.23726082E-01 -2.03990703E-01 -2.01736965E-01  0.00000000E+00
     911  1.17603080E-02  1.65281813E-04  4.74841207E-08  4.20601974E-01  2.22573750E-03  2.21037490E-01 -2.04005155E-01 -2.01748820E-01  0.00000000E+00
     921  1.17770988E-02  1.65664368E-04  4.75294404E-08  4.22724361E-01  2.22469313E-03  2.20609666E-01 -2.04027598E-01 -2.01769986E-01  0.00000000E+00
     931  1.18282183E-02  1.66729668E-04  4.77844942E-08  4.27019332E-01  2.21302751E-03  2.21113420E-01 -2.04076409E-01 -2.01819123E-01  0.00000000E+00
     941  1.18404577E-02  1.66799486E-04  4.75889509E-08  4.29841688E-01  2.19488713E-03  2.18814237E-01 -2.04079282E-01 -2.01821559E-01  0.00000000E+00
     951  1.18372675E-02  1.66968279E-04  4.78683294E-08  4.27653440E-01  2.21504537E-03  2.15934344E-01 -2.04062201E-01 -2.01803878E-01  0.00000000E+00
     961  1.18112971E-02  1.66207736E-04  4.73773797E-08  4.28327485E-01  2.20296838E-03  2.20345900E-01 -2.04073906E-01 -2.01814109E-01  0.00000000E+00
     971  1.18149597E-02  1.66212786E-04  4.72568344E-08  4.29816677E-01  2.19624564E-03  2.20500319E-01 -2.04082298E-01 -2.01819064E-01  0.00000000E+00
     981  1.18042733E-02  1.65534112E-04  4.67103714E-08  4.31779292E-01  2.16107623E-03  2.18342820E-01 -2.04095924E-01 -2.01832402E-01  0.00000000E+00
     991  1.18139027E-02  1.65662242E-04  4.66061884E-08  4.33923322E-01  2.15288357E-03  2.18943717E-01 -2.04070391E-01 -2.01807927E-01  0.00000000E+00
   #Iter             <M>           <M^2>           <M^4>      U_{Binder}            \chi        C_v(tot)             <E>       <E_{exc}>       <E_{lsf}>
       1  1.16073779E-02  1.34731222E-04  1.81525021E-08  6.66666667E-01 -4.64474363E-19  3.74248053E-14 -2.05660579E-01 -2.03200282E-01  0.00000000E+00
      11  1.30370053E-02  1.82404458E-04  4.09308943E-08  5.89928976E-01  1.02644189E-03  3.78408293E-02 -2.03942454E-01 -2.01878949E-01  0.00000000E+00
      21  1.12923079E-02  1.40905232E-04  2.66258351E-08  5.52979185E-01  1.10466184E-03  8.85612191E-02 -2.03066532E-01 -2.00792830E-01  0.00000000E+00
      31  1.08347153E-02  1.35169106E-04  2.74664216E-08  4.98898225E-01  1.46677975E-03  1.11984638E-01 -2.02859508E-01 -2.00625381E-01  0.00000000E+00
      41  1.07478987E-02  1.38513209E-04  3.08011397E-08  4.64865253E-01  1.89727746E-03  1.50350226E-01 -2.03500287E-01 -2.01259874E-01  0.00000000E+00
      51  1.24873238E-02  1.86667920E-04  5.96059350E-08  4.29797818E-01  2.53576653E-03  2.22918461E-01 -2.04003672E-01 -2.01762167E-01  0.00000000E+00
      61  1.25951036E-02  1.85193997E-04  5.55931834E-08  4.59685679E-01  2.19111786E-03  2.08450734E-01 -2.04638801E-01 -2.02343332E-01  0.00000000E+00
      71  1.23482922E-02  1.76636032E-04  5.05459326E-08  4.59984332E-01  1.99296929E-03  2.10329720E-01 -2.04367304E-01 -2.02135445E-01  0.00000000E+00
      81  1.20250137E-02  1.67118207E-04  4.45579228E-08  4.68190429E-01  1.85778820E-03  2.08017166E-01 -2.04653400E-01 -2.02395888E-01  0.00000000E+00
      91  1.18244623E-02  1.60273209E-04  4.03893745E-08  4.75888115E-01  1.68766648E-03  1.85221080E-01 -2.04307735E-01 -2.02100757E-01  0.00000000E+00
     101  1.18705984E-02  1.61018101E-04  4.01449238E-08  4.83868957E-01  1.65892967E-03  2.18221791E-01 -2.04171825E-01 -2.01940903E-01  0.00000000E+00
     111  1.19719247E-02  1.61992267E-04  3.92760667E-08  5.01094644E-01  1.53998136E-03  2.32383144E-01 -2.04020688E-01 -2.01806286E-01  0.00000000E+00
     121  1.17126572E-02  1.56088258E-04  3.75052046E-08  4.86867150E-01  1.55950466E-03  2.15810882E-01 -2.03863243E-01 -2.01628122E-01  0.00000000E+00
     131  1.19437526E-02  1.64136213E-04  4.37354759E-08  4.58867295E-01  1.77245604E-03  2.20001514E-01 -2.03684235E-01 -2.01439957E-01  0.00000000E+00
     141  1.17450800E-02  1.57913552E-04  4.00996250E-08  4.63980918E-01  1.64735032E-03  2.15099401E-01 -2.03824293E-01 -2.01548158E-01  0.00000000E+00
     151  1.20424804E-02  1.63793871E-04  4.08917626E-08  4.91934995E-01  1.54882991E-03  2.28878307E-01 -2.03529577E-01 -2.01250843E-01  0.00000000E+00
     161  1.18746684E-02  1.60028418E-04  3.93912632E-08  4.87275077E-01  1.56930203E-03  2.26999588E-01 -2.03702918E-01 -2.01432577E-01  0.00000000E+00
     171  1.19581653E-02  1.63399604E-04  4.20868133E-08  4.74560410E-01  1.68325954E-03  2.63393307E-01 -2.04003769E-01 -2.01725052E-01  0.00000000E+00
     181  1.18689008E-02  1.60912313E-04  4.05900287E-08  4.77459992E-01  1.65352657E-03  2.55665562E-01 -2.03813111E-01 -2.01526233E-01  0.00000000E+00
     191  1.19341678E-02  1.63663644E-04  4.30894117E-08  4.63777691E-01  1.75234902E-03  2.47485581E-01 -2.03809018E-01 -2.01535505E-01  0.00000000E+00
     201  1.17468995E-02  1.58734879E-04  4.08864731E-08  4.59104134E-01  1.71158727E-03  2.40966064E-01 -2.03703557E-01 -2.01428311E-01  0.00000000E+00
     211  1.17917524E-02  1.58972817E-04  4.02605857E-08  4.68977288E-01  1.64411149E-03  2.36783293E-01 -2.03726185E-01 -2.01448656E-01  0.00000000E+00
     221  1.17666632E-02  1.58411150E-04  3.98947557E-08  4.70064441E-01  1.64653660E-03  2.47601648E-01 -2.03679625E-01 -2.01417714E-01  0.00000000E+00
     231  1.20622136E-02  1.67456128E-04  4.47789883E-08  4.67706784E-01  1.81174030E-03  2.45115119E-01 -2.03712154E-01 -2.01458572E-01  0.00000000E+00
     241  1.20477035E-02  1.66194167E-04  4.34562140E-08  4.75556052E-01  1.73648549E-03  2.36254944E-01 -2.03500113E-01 -2.01234964E-01  0.00000000E+00
     251  1.21795393E-02  1.71220592E-04  4.78735284E-08  4.55670093E-01  1.88766831E-03  2.32189535E-01 -2.03470487E-01 -2.01205134E-01  0.00000000E+00
     261  1.21136884E-02  1.70077012E-04  4.76215483E-08  4.51229165E-01  1.92530320E-03  2.23898199E-01 -2.03572315E-01 -2.01301172E-01  0.00000000E+00
     271  1.20244112E-02  1.68875828E-04  4.80202743E-08  4.38734435E-01  2.00399631E-03  2.18873106E-01 -2.03418571E-01 -2.01166723E-01  0.00000000E+00
     281  1.19956723E-02  1.69488324E-04  4.90480764E-08  4.30857317E-01  2.11148451E-03  2.10554411E-01 -2.03497683E-01 -2.01223439E-01  0.00000000E+00
     291  1.18415815E-02  1.65133731E-04  4.66948680E-08  4.29210060E-01  2.05525807E-03  2.08276942E-01 -2.03542685E-01 -2.01280326E-01  0.00000000E+00
     301  1.19338924E-02  1.67993103E-04  4.82781486E-08  4.29774744E-01  2.11009391E-03  2.20657425E-01 -2.03621819E-01 -2.01354544E-01  0.00000000E+00
     311  1.20113725E-02  1.69079799E-04  4.78446335E-08  4.42135752E-01  2.04668164E-03  2.24451797E-01 -2.03743364E-01 -2.01487189E-01  0.00000000E+00
     321  1.20962885E-02  1.70584810E-04  4.79661640E-08  4.50543872E-01  2.00195443E-03  2.22928178E-01 -2.03914285E-01 -2.01664406E-01  0.00000000E+00
     331  1.19560686E-02  1.67184081E-04  4.62981574E-08  4.47855684E-01  1.99963515E-03  2.19538176E-01 -2.03899331E-01 -2.01651123E-01  0.00000000E+00
     341  1.19445450E-02  1.66427748E-04  4.54599386E-08  4.52913348E-01  1.95995747E-03  2.22863620E-01 -2.03856467E-01 -2.01594152E-01  0.00000000E+00
     351  1.20744244E-02  1.70624272E-04  4.78445172E-08  4.52190830E-01  2.04881173E-03  2.19660625E-01 -2.03858080E-01 -2.01590577E-01  0.00000000E+00
     361  1.19671432E-02  1.68404992E-04  4.71237426E-08  4.46129036E-01  2.07850774E-03  2.17365773E-01 -2.03790105E-01 -2.01525534E-01  0.00000000E+00
     371  1.20642510E-02  1.70607508E-04  4.78091026E-08  4.52488734E-01  2.06768968E-03  2.10688265E-01 -2.03793338E-01 -2.01527482E-01  0.00000000E+00
     381  1.19526378E-02  1.68340436E-04  4.71713193E-08  4.45144526E-01  2.10180800E-03  2.13325113E-01 -2.03749145E-01 -2.01471243E-01  0.00000000E+00
     391  1.19062487E-02  1.67180681E-04  4.65785208E-08  4.44489515E-01  2.09743812E-03  2.14560138E-01 -2.03762720E-01 -2.01480735E-01  0.00000000E+00
     401  1.18580992E-02  1.65752971E-04  4.55832609E-08  4.46953701E-01  2.07405075E-03  2.12296081E-01 -2.03804936E-01 -2.01523260E-01  0.00000000E+00
     411  1.17888005E-02  1.65052814E-04  4.58258839E-08  4.39282989E-01  2.15148505E-03  2.15498872E-01 -2.03885941E-01 -2.01594571E-01  0.00000000E+00
     421  1.17267496E-02  1.63729306E-04  4.53699583E-08  4.35850402E-01  2.16267729E-03  2.16948555E-01 -2.03964917E-01 -2.01671893E-01  0.00000000E+00
     431  1.17907975E-02  1.65038459E-04  4.56585013E-08  4.41233865E-01  2.14641575E-03  2.13565577E-01 -2.04058239E-01 -2.01766208E-01  0.00000000E+00
     441  1.18430031E-02  1.66459066E-04  4.67185290E-08  4.37978413E-01  2.16182699E-03  2.11647800E-01 -2.03949690E-01 -2.01666615E-01  0.00000000E+00
     451  1.17808068E-02  1.64394100E-04  4.55484550E-08  4.38202317E-01  2.11268250E-03  2.09648245E-01 -2.04056857E-01 -2.01772334E-01  0.00000000E+00
     461  1.17215647E-02  1.62340226E-04  4.43366327E-08  4.39224332E-01  2.05810184E-03  2.11194114E-01 -2.04135817E-01 -2.01848487E-01  0.00000000E+00
     471  1.16787303E-02  1.61831947E-04  4.48194755E-08  4.29550772E-01  2.09886412E-03  2.11619713E-01 -2.04269360E-01 -2.01983935E-01  0.00000000E+00
     481  1.16800327E-02  1.61871884E-04  4.47625857E-08  4.30555936E-01  2.09964908E-03  2.11317563E-01 -2.04187773E-01 -2.01896696E-01  0.00000000E+00
     491  1.17080463E-02  1.62370509E-04  4.48120470E-08  4.33422632E-01  2.08673217E-03  2.05029167E-01 -2.04171468E-01 -2.01881368E-01  0.00000000E+00
     501  1.16968951E-02  1.62786652E-04  4.55363869E-08  4.27204319E-01  2.14259933E-03  2.10943618E-01 -2.04162077E-01 -2.01868897E-01  0.00000000E+00
     511  1.18139532E-02  1.66217337E-04  4.81351061E-08  4.19251575E-01  2.19858319E-03  2.09247580E-01 -2.04178318E-01 -2.01889463E-01  0.00000000E+00
     521  1.17108672E-02  1.63454258E-04  4.67671684E-08  4.16518159E-01  2.17069652E-03  2.10896890E-01 -2.04278628E-01 -2.01984603E-01  0.00000000E+00
     531  1.16454883E-02  1.61700613E-04  4.58748517E-08  4.15169407E-01  2.15199830E-03  2.14352149E-01 -2.04219515E-01 -2.01920712E-01  0.00000000E+00
     541  1.15796125E-02  1.60231997E-04  4.53272166E-08  4.11509704E-01  2.15706046E-03  2.16905222E-01 -2.04239678E-01 -2.01935763E-01  0.00000000E+00
     551  1.15903754E-02  1.60284694E-04  4.51915225E-08  4.13657175E-01  2.14083335E-03  2.23718761E-01 -2.04192334E-01 -2.01889994E-01  0.00000000E+00
     561  1.15073469E-02  1.58141807E-04  4.41015600E-08  4.12186839E-01  2.12226003E-03  2.25546188E-01 -2.04137832E-01 -2.01836897E-01  0.00000000E+00
     571  1.15536812E-02  1.58858820E-04  4.40366790E-08  4.18338067E-01  2.09325924E-03  2.22472507E-01 -2.04070215E-01 -2.01771540E-01  0.00000000E+00
     581  1.16157763E-02  1.60107481E-04  4.43183663E-08  4.23712447E-01  2.07757915E-03  2.24841542E-01 -2.04082529E-01 -2.01780683E-01  0.00000000E+00
     591  1.16061602E-02  1.59750014E-04  4.40491019E-08  4.24647514E-01  2.06651005E-03  2.21378147E-01 -2.04025839E-01 -2.01720736E-01  0.00000000E+00
