   #Iter             <M>           <M^2>           <M^4>      U_{Binder}            \chi        C_v(tot)             <E>       <E_{exc}>       <E_{lsf}>
       1  3.15252979E-02  9.93844410E-04  9.87726712E-07  6.66666667E-01 -3.57036644E-19  1.28322375E-14 -1.25837475E+00 -1.24144829E+00  0.00000000E+00
     281  3.88959475E-02  1.79947267E-03  5.70262622E-06  4.12966157E-01  1.43670997E-03  2.58980229E-01 -1.40367552E+00 -1.38573310E+00  0.00000000E+00
     291  3.86677189E-02  1.77487484E-03  5.50594932E-06  4.17393280E-01  1.40214011E-03  2.57890666E-01 -1.40349934E+00 -1.38550313E+00  0.00000000E+00
     301  3.87027702E-02  1.78116538E-03  5.58782855E-06  4.12898313E-01  1.42008082E-03  2.51118654E-01 -1.40349923E+00 -1.38543534E+00  0.00000000E+00
     311  3.87382241E-02  1.78296546E-03  5.54413967E-06  4.18664226E-01  1.41534070E-03  2.48730397E-01 -1.40331345E+00 -1.38519531E+00  0.00000000E+00
     321  3.81245715E-02  1.73231246E-03  5.29430178E-06  4.11921936E-01  1.39786450E-03  2.63545884E-01 -1.40403128E+00 -1.38582014E+00  0.00000000E+00
     331  3.82136030E-02  1.73299729E-03  5.25875879E-06  4.16331536E-01  1.36722467E-03  2.54768427E-01 -1.40426443E+00 -1.38604334E+00  0.00000000E+00
     341  3.82132547E-02  1.72859068E-03  5.20619496E-06  4.19215740E-01  1.34526634E-03  2.60645259E-01 -1.40385574E+00 -1.38568684E+00  0.00000000E+00
     351  3.80430225E-02  1.71210202E-03  5.09481530E-06  4.20640798E-01  1.32768267E-03  2.70367837E-01 -1.40232725E+00 -1.38418195E+00  0.00000000E+00
     361  3.77323015E-02  1.69799635E-03  5.09153607E-06  4.11354180E-01  1.37500505E-03  2.61796648E-01 -1.40201758E+00 -1.38381365E+00  0.00000000E+00
     371  3.77511255E-02  1.69147487E-03  4.99810835E-06  4.17691252E-01  1.33518726E-03  2.60625588E-01 -1.40145964E+00 -1.38326251E+00  0.00000000E+00
     381  3.77256520E-02  1.68468667E-03  4.92869690E-06  4.21141281E-01  1.31079468E-03  2.49612969E-01 -1.40158835E+00 -1.38342338E+00  0.00000000E+00
     391  3.80447173E-02  1.70532253E-03  4.97131883E-06  4.30180503E-01  1.29304832E-03  2.43751996E-01 -1.40228717E+00 -1.38415071E+00  0.00000000E+00
     401  3.80031549E-02  1.70706029E-03  4.97708352E-06  4.30680636E-01  1.31760609E-03  2.58529235E-01 -1.40407786E+00 -1.38592028E+00  0.00000000E+00
     411  3.81478849E-02  1.71992158E-03  5.06067435E-06  4.29744026E-01  1.32683041E-03  2.51409572E-01 -1.40369508E+00 -1.38548500E+00  0.00000000E+00
     421  3.81679759E-02  1.71863846E-03  5.01751316E-06  4.33763042E-01  1.31271094E-03  2.42892902E-01 -1.40358093E+00 -1.38541596E+00  0.00000000E+00
     431  3.83142512E-02  1.72243364E-03  4.96829317E-06  4.41785692E-01  1.27565098E-03  2.40725220E-01 -1.40279460E+00 -1.38466306E+00  0.00000000E+00
     441  3.83166687E-02  1.71961956E-03  4.90691528E-06  4.46875936E-01  1.26061432E-03  2.41663703E-01 -1.40209248E+00 -1.38398262E+00  0.00000000E+00
     451  3.85390687E-02  1.73411758E-03  4.95067358E-06  4.51235570E-01  1.24760625E-03  2.32352130E-01 -1.40177145E+00 -1.38362955E+00  0.00000000E+00
     461  3.85288630E-02  1.72871627E-03  4.87766987E-06  4.55943869E-01  1.22447083E-03  2.26194124E-01 -1.40215495E+00 -1.38404951E+00  0.00000000E+00
     471  3.81535051E-02  1.70214957E-03  4.77378796E-06  4.50779888E-01  1.23558354E-03  2.18309344E-01 -1.40231137E+00 -1.38420982E+00  0.00000000E+00
     481  3.81650947E-02  1.70241695E-03  4.78067934E-06  4.50159798E-01  1.23248971E-03  2.15080822E-01 -1.40264279E+00 -1.38454528E+00  0.00000000E+00
     491  3.79171640E-02  1.68201621E-03  4.66868050E-06  4.49936860E-01  1.22478117E-03  2.09287607E-01 -1.40258189E+00 -1.38446959E+00  0.00000000E+00
     501  3.76434477E-02  1.65932831E-03  4.55564469E-06  4.48476599E-01  1.21472580E-03  2.06446199E-01 -1.40265898E+00 -1.38451080E+00  0.00000000E+00
     511  3.82044643E-02  1.71058572E-03  4.85610996E-06  4.46805856E-01  1.25836917E-03  2.00914239E-01 -1.40269209E+00 -1.38459144E+00  0.00000000E+00
     521  3.84775195E-02  1.73389205E-03  4.95705353E-06  4.50385423E-01  1.27024034E-03  1.98698135E-01 -1.40284270E+00 -1.38479706E+00  0.00000000E+00
     531  3.84751438E-02  1.73457194E-03  4.95632377E-06  4.50897044E-01  1.27456537E-03  1.97181713E-01 -1.40268953E+00 -1.38463830E+00  0.00000000E+00
     541  3.84327120E-02  1.72775671E-03  4.89850818E-06  4.53012495E-01  1.25675857E-03  2.01713949E-01 -1.40194999E+00 -1.38388408E+00  0.00000000E+00
     551  3.88425869E-02  1.76188283E-03  5.03832707E-06  4.58982823E-01  1.26905583E-03  1.98317075E-01 -1.40204982E+00 -1.38401037E+00  0.00000000E+00
     561  3.87823707E-02  1.75402397E-03  4.97423581E-06  4.61067879E-01  1.25309047E-03  1.95619015E-01 -1.40235542E+00 -1.38430928E+00  0.00000000E+00
     571  3.87537106E-02  1.74847266E-03  4.92050581E-06  4.63498672E-01  1.23640053E-03  1.94181514E-01 -1.40216721E+00 -1.38407346E+00  0.00000000E+00
     581  3.85812289E-02  1.73333892E-03  4.83443761E-06  4.63638338E-01  1.22740217E-03  1.95705342E-01 -1.40136264E+00 -1.38333879E+00  0.00000000E+00
     591  3.89150550E-02  1.76379050E-03  5.00530132E-06  4.63691136E-01  1.25036976E-03  1.99843229E-01 -1.40050869E+00 -1.38250037E+00  0.00000000E+00
     601  3.87305896E-02  1.75599265E-03  5.01462452E-06  4.57909526E-01  1.28308216E-03  2.06969561E-01 -1.39965429E+00 -1.38166843E+00  0.00000000E+00
     611  3.86243864E-02  1.74768878E-03  4.97450039E-06  4.57124782E-01  1.28263837E-03  2.02346753E-01 -1.39936258E+00 -1.38133922E+00  0.00000000E+00
     621  3.83226431E-02  1.73034843E-03  4.93726610E-06  4.50334911E-01  1.31210620E-03  2.04298007E-01 -1.39897206E+00 -1.38096526E+00  0.00000000E+00
     631  3.81823274E-02  1.72379977E-03  4.94061870E-06  4.45774575E-01  1.33309299E-03  2.08020883E-01 -1.39971906E+00 -1.38171725E+00  0.00000000E+00
     641  3.82686835E-02  1.73404609E-03  5.02084571E-06  4.43411346E-01  1.35136307E-03  2.13739356E-01 -1.39931986E+00 -1.38125750E+00  0.00000000E+00
     651  3.82253035E-02  1.72612802E-03  4.95663996E-06  4.45476300E-01  1.32830300E-03  2.21886825E-01 -1.39964736E+00 -1.38157210E+00  0.00000000E+00
     661  3.82794637E-02  1.73103141E-03  4.97572861E-06  4.46489919E-01  1.33211246E-03  2.21692854E-01 -1.39970982E+00 -1.38164828E+00  0.00000000E+00
     671  3.80987851E-02  1.71777663E-03  4.92520005E-06  4.43622905E-01  1.33484542E-03  2.16411441E-01 -1.39968415E+00 -1.38165348E+00  0.00000000E+00
     681  3.85712572E-02  1.76916244E-03  5.37683835E-06  4.27375000E-01  1.41085428E-03  2.18079764E-01 -1.39986026E+00 -1.38182905E+00  0.00000000E+00
     691  3.86785415E-02  1.78018821E-03  5.48597759E-06  4.22966623E-01  1.42458119E-03  2.16555110E-01 -1.39946280E+00 -1.38141507E+00  0.00000000E+00
     701  3.86519409E-02  1.77508560E-03  5.43223731E-06  4.25329533E-01  1.40931273E-03  2.12288258E-01 -1.39933130E+00 -1.38133508E+00  0.00000000E+00
     711  3.85776760E-02  1.76873605E-03  5.38222642E-06  4.26524784E-01  1.40623407E-03  2.07221641E-01 -1.39913886E+00 -1.38115601E+00  0.00000000E+00
     721  3.83533349E-02  1.75099945E-03  5.29892301E-06  4.23904693E-01  1.40383858E-03  2.08999359E-01 -1.39942622E+00 -1.38141628E+00  0.00000000E+00
     731  3.84275558E-02  1.75822647E-03  5.35299767E-06  4.22800202E-01  1.41150035E-03  2.06991715E-01 -1.39996273E+00 -1.38195105E+00  0.00000000E+00
     741  3.85812531E-02  1.76818446E-03  5.36906659E-06  4.27569983E-01  1.40208502E-03  2.07874972E-01 -1.40003499E+00 -1.38207153E+00  0.00000000E+00
     751  3.85361538E-02  1.76274754E-03  5.31630010E-06  4.29693923E-01  1.39226404E-03  2.11123267E-01 -1.40023335E+00 -1.38225605E+00  0.00000000E+00
     761  3.85624986E-02  1.76854707E-03  5.37481037E-06  4.27192567E-01  1.41115620E-03  2.10199965E-01 -1.40046968E+00 -1.38246653E+00  0.00000000E+00
     771  3.86511198E-02  1.77410306E-03  5.39475201E-06  4.28662749E-01  1.40470514E-03  2.10523597E-01 -1.40079635E+00 -1.38277267E+00  0.00000000E+00
     781  3.87637200E-02  1.78455347E-03  5.46508906E-06  4.27972565E-01  1.41339567E-03  2.11252993E-01 -1.40040008E+00 -1.38240589E+00  0.00000000E+00
     791  3.85787431E-02  1.76496176E-03  5.35488347E-06  4.26995320E-01  1.38689951E-03  2.19180945E-01 -1.40099637E+00 -1.38294267E+00  0.00000000E+00
     801  3.87763724E-02  1.77991055E-03  5.39861502E-06  4.31978533E-01  1.38520078E-03  2.19629024E-01 -1.40126613E+00 -1.38320354E+00  0.00000000E+00
     811  3.86475720E-02  1.76819362E-03  5.32250614E-06  4.32539966E-01  1.37645401E-03  2.17345563E-01 -1.40108732E+00 -1.38302513E+00  0.00000000E+00
     821  3.87066189E-02  1.77315097E-03  5.33493750E-06  4.34390554E-01  1.37840836E-03  2.22425067E-01 -1.40077003E+00 -1.38271578E+00  0.00000000E+00
     831  3.87019262E-02  1.76876833E-03  5.28589817E-06  4.36809096E-01  1.35825782E-03  2.19648319E-01 -1.40102333E+00 -1.38294826E+00  0.00000000E+00
     841  3.87385136E-02  1.77352333E-03  5.31227636E-06  4.37029558E-01  1.36789175E-03  2.27787615E-01 -1.40164082E+00 -1.38359016E+00  0.00000000E+00
     851  3.84689137E-02  1.75173522E-03  5.21343867E-06  4.33674534E-01  1.36301377E-03  2.25911725E-01 -1.40156376E+00 -1.38349463E+00  0.00000000E+00
     861  3.85809403E-02  1.75927067E-03  5.23365516E-06  4.36338305E-01  1.35751828E-03  2.23415779E-01 -1.40138190E+00 -1.38330485E+00  0.00000000E+00
     871  3.86047289E-02  1.75963400E-03  5.22344867E-06  4.37669824E-01  1.35013456E-03  2.19185225E-01 -1.40134686E+00 -1.38326534E+00  0.00000000E+00
     881  3.86010607E-02  1.75525675E-03  5.17444658E-06  4.40163322E-01  1.32960981E-03  2.20361943E-01 -1.40087973E+00 -1.38280863E+00  0.00000000E+00
     891  3.84968189E-02  1.74754277E-03  5.13449206E-06  4.39570991E-01  1.33122829E-03  2.18136540E-01 -1.40088827E+00 -1.38281692E+00  0.00000000E+00
     901  3.84681803E-02  1.74297747E-03  5.09049524E-06  4.41458776E-01  1.31939122E-03  2.20988192E-01 -1.40090636E+00 -1.38285020E+00  0.00000000E+00
     911  3.84646798E-02  1.73916393E-03  5.04352578E-06  4.44182839E-01  1.30162273E-03  2.22301509E-01 -1.40065079E+00 -1.38262446E+00  0.00000000E+00
     921  3.84689183E-02  1.73986892E-03  5.04746421E-06  4.44199500E-01  1.30352234E-03  2.23012382E-01 -1.40026294E+00 -1.38224333E+00  0.00000000E+00
     931  3.87393886E-02  1.76873243E-03  5.26474346E-06  4.39040272E-01  1.34353346E-03  2.19299248E-01 -1.40023108E+00 -1.38221577E+00  0.00000000E+00
     941  3.89068156E-02  1.77920707E-03  5.27645779E-06  4.44392341E-01  1.33087268E-03  2.17347873E-01 -1.40016623E+00 -1.38213586E+00  0.00000000E+00
     951  3.90757990E-02  1.79934878E-03  5.47537533E-06  4.36281961E-01  1.36578524E-03  2.18911134E-01 -1.40048891E+00 -1.38247659E+00  0.00000000E+00
     961  3.90690569E-02  1.79548675E-03  5.43246434E-06  4.38291211E-01  1.34906493E-03  2.16585655E-01 -1.40083071E+00 -1.38282946E+00  0.00000000E+00
     971  3.88735447E-02  1.77819335E-03  5.34292418E-06  4.36751824E-01  1.33876416E-03  2.15915353E-01 -1.40055955E+00 -1.38254618E+00  0.00000000E+00
     981  3.88068447E-02  1.77686953E-03  5.34782360E-06  4.35394973E-01  1.35810290E-03  2.13638956E-01 -1.40065698E+00 -1.38264427E+00  0.00000000E+00
     991  3.87928786E-02  1.77770048E-03  5.36815815E-06  4.33777833E-01  1.36770202E-03  2.11538205E-01 -1.40044534E+00 -1.38242558E+00  0.00000000E+00
    1001  3.88078696E-02  1.77870690E-03  5.35757570E-06  4.35533359E-01  1.36691547E-03  2.09795206E-01 -1.40037551E+00 -1.38234619E+00  0.00000000E+00
    1011  3.87660816E-02  1.77694346E-03  5.34642545E-06  4.35589558E-01  1.37432631E-03  2.10007965E-01 -1.40062173E+00 -1.38255615E+00  0.00000000E+00
    1021  3.89128110E-02  1.78875223E-03  5.39538416E-06  4.37916626E-01  1.37638672E-03  2.12981543E-01 -1.40094989E+00 -1.38285915E+00  0.00000000E+00
    1031  3.90059784E-02  1.79899306E-03  5.47951252E-06  4.35632897E-01  1.39133318E-03  2.10919145E-01 -1.40080883E+00 -1.38272031E+00  0.00000000E+00
    1041  3.91801863E-02  1.81599293E-03  5.58839557E-06  4.35144221E-01  1.40827432E-03  2.15634629E-01 -1.40049903E+00 -1.38241198E+00  0.00000000E+00
    1051  3.92179896E-02  1.81728983E-03  5.57041877E-06  4.37764587E-01  1.39991805E-03  2.14215120E-01 -1.40069847E+00 -1.38262297E+00  0.00000000E+00
    1061  3.91155283E-02  1.81373306E-03  5.58156234E-06  4.34428146E-01  1.42232451E-03  2.11228613E-01 -1.40069294E+00 -1.38263970E+00  0.00000000E+00
    1071  3.91363378E-02  1.81316361E-03  5.55620251E-06  4.36644134E-01  1.41130611E-03  2.11201710E-01 -1.40040463E+00 -1.38237871E+00  0.00000000E+00
    1081  3.91186825E-02  1.80911384E-03  5.52166554E-06  4.37636596E-01  1.39792972E-03  2.09890146E-01 -1.40019213E+00 -1.38214784E+00  0.00000000E+00
    1091  3.92516533E-02  1.82237525E-03  5.58498374E-06  4.39436209E-01  1.41216981E-03  2.17894851E-01 -1.40072213E+00 -1.38267627E+00  0.00000000E+00
    1101  3.92433897E-02  1.82269515E-03  5.59893248E-06  4.38233419E-01  1.41702552E-03  2.18761434E-01 -1.40096138E+00 -1.38292740E+00  0.00000000E+00
    1111  3.92563540E-02  1.82370310E-03  5.58736136E-06  4.40013919E-01  1.41697663E-03  2.18054171E-01 -1.40117130E+00 -1.38314858E+00  0.00000000E+00
    1121  3.93310510E-02  1.82729698E-03  5.58200450E-06  4.42749258E-01  1.40556446E-03  2.21318950E-01 -1.40135727E+00 -1.38332780E+00  0.00000000E+00
    1131  3.93180755E-02  1.82239999E-03  5.53239332E-06  4.44729776E-01  1.38613040E-03  2.25380618E-01 -1.40108339E+00 -1.38306543E+00  0.00000000E+00
    1141  3.93448242E-02  1.82306918E-03  5.51528092E-06  4.46853607E-01  1.37893660E-03  2.28847434E-01 -1.40098783E+00 -1.38296653E+00  0.00000000E+00
    1151  3.93735718E-02  1.82396202E-03  5.50496390E-06  4.48428728E-01  1.37206768E-03  2.27486293E-01 -1.40081172E+00 -1.38277729E+00  0.00000000E+00
    1161  3.93905836E-02  1.82411057E-03  5.49408065E-06  4.49608833E-01  1.36609496E-03  2.27276526E-01 -1.40077574E+00 -1.38275664E+00  0.00000000E+00
    1171  3.96198226E-02  1.84517129E-03  5.60207351E-06  4.51528368E-01  1.38087653E-03  2.25949626E-01 -1.40045454E+00 -1.38244159E+00  0.00000000E+00
    1181  3.95891178E-02  1.84119117E-03  5.56994390E-06  4.52313797E-01  1.37311576E-03  2.26983213E-01 -1.40024228E+00 -1.38222227E+00  0.00000000E+00
    1191  3.96034073E-02  1.84236206E-03  5.56490070E-06  4.53504986E-01  1.37331261E-03  2.26389419E-01 -1.40015561E+00 -1.38211264E+00  0.00000000E+00
    1201  3.95940945E-02  1.84465639E-03  5.60521437E-06  4.50914457E-01  1.38851246E-03  2.32073224E-01 -1.40026494E+00 -1.38224479E+00  0.00000000E+00
    1211  3.96245595E-02  1.84698809E-03  5.61697869E-06  4.51150423E-01  1.38810288E-03  2.33971712E-01 -1.40001648E+00 -1.38199943E+00  0.00000000E+00
    1221  3.94787379E-02  1.83425926E-03  5.55115580E-06  4.50027817E-01  1.38211763E-03  2.34758182E-01 -1.39989915E+00 -1.38187219E+00  0.00000000E+00
    1231  3.95994472E-02  1.84806148E-03  5.63990156E-06  4.49550552E-01  1.40345814E-03  2.39003009E-01 -1.40023631E+00 -1.38221253E+00  0.00000000E+00
    1241  3.97984826E-02  1.86674846E-03  5.77014278E-06  4.48057671E-01  1.41791651E-03  2.40414289E-01 -1.40033688E+00 -1.38230012E+00  0.00000000E+00
    1251  3.98244054E-02  1.86815838E-03  5.77170201E-06  4.48741548E-01  1.41463715E-03  2.39363196E-01 -1.40050486E+00 -1.38246637E+00  0.00000000E+00
    1261  3.99516077E-02  1.87819971E-03  5.80509891E-06  4.51464387E-01  1.41410395E-03  2.38032395E-01 -1.40063129E+00 -1.38257500E+00  0.00000000E+00
    1271  3.98525157E-02  1.86937779E-03  5.75728227E-06  4.50835933E-01  1.40952186E-03  2.35788133E-01 -1.40074313E+00 -1.38269251E+00  0.00000000E+00
    1281  3.97483132E-02  1.86003326E-03  5.70747490E-06  4.50103016E-01  1.40425825E-03  2.34148619E-01 -1.40048393E+00 -1.38244006E+00  0.00000000E+00
    1291  3.98297163E-02  1.86629405E-03  5.73219185E-06  4.51420820E-01  1.40316980E-03  2.36311688E-01 -1.40062054E+00 -1.38255908E+00  0.00000000E+00
    1301  3.97717479E-02  1.85977843E-03  5.68861587E-06  4.51769817E-01  1.39363823E-03  2.37585217E-01 -1.40062075E+00 -1.38255769E+00  0.00000000E+00
    1311  3.96712509E-02  1.85032222E-03  5.63367979E-06  4.51500577E-01  1.38625648E-03  2.35978735E-01 -1.40039274E+00 -1.38236221E+00  0.00000000E+00
    1321  3.96189598E-02  1.84585624E-03  5.60657651E-06  4.51494797E-01  1.38465315E-03  2.35756470E-01 -1.40031403E+00 -1.38227275E+00  0.00000000E+00
    1331  3.96465081E-02  1.84495296E-03  5.57765486E-06  4.53789826E-01  1.36917749E-03  2.37841196E-01 -1.40029216E+00 -1.38225558E+00  0.00000000E+00
    1341  3.96607191E-02  1.84416198E-03  5.55601772E-06  4.55441880E-01  1.35956184E-03  2.38770093E-01 -1.40005311E+00 -1.38201106E+00  0.00000000E+00
    1351  3.96625840E-02  1.84204238E-03  5.52684308E-06  4.57053996E-01  1.34819397E-03  2.40346936E-01 -1.40021989E+00 -1.38217972E+00  0.00000000E+00
    1361  3.96656776E-02  1.84529657E-03  5.57238166E-06  4.54509425E-01  1.36327794E-03  2.39731705E-01 -1.39996112E+00 -1.38191340E+00  0.00000000E+00
    1371  3.97993664E-02  1.85725270E-03  5.64396204E-06  4.54592846E-01  1.36995846E-03  2.42486089E-01 -1.40007642E+00 -1.38204808E+00  0.00000000E+00
    1381  3.98571851E-02  1.86133294E-03  5.65912378E-06  4.55522659E-01  1.36732446E-03  2.49780774E-01 -1.40027271E+00 -1.38221987E+00  0.00000000E+00
    1391  3.99365396E-02  1.87140307E-03  5.75310624E-06  4.52421404E-01  1.38606497E-03  2.49861470E-01 -1.40042999E+00 -1.38240482E+00  0.00000000E+00
    1401  3.97644842E-02  1.85684706E-03  5.68412786E-06  4.50471379E-01  1.38183861E-03  2.50911273E-01 -1.40037345E+00 -1.38232415E+00  0.00000000E+00
    1411  3.97122374E-02  1.85186778E-03  5.65150747E-06  4.50682922E-01  1.37769324E-03  2.51728777E-01 -1.40034565E+00 -1.38228788E+00  0.00000000E+00
    1421  3.96805535E-02  1.84742712E-03  5.61698844E-06  4.51410302E-01  1.36804163E-03  2.53100466E-01 -1.40033550E+00 -1.38228537E+00  0.00000000E+00
    1431  3.96986119E-02  1.84804389E-03  5.61143842E-06  4.52318108E-01  1.36394733E-03  2.53344978E-01 -1.40024299E+00 -1.38217738E+00  0.00000000E+00
    1441  3.97569386E-02  1.85391137E-03  5.65057759E-06  4.51983476E-01  1.37012924E-03  2.53870544E-01 -1.40026070E+00 -1.38218744E+00  0.00000000E+00
    1451  3.99201053E-02  1.87234696E-03  5.81577715E-06  4.47014374E-01  1.39737645E-03  2.50656369E-01 -1.40020803E+00 -1.38212743E+00  0.00000000E+00
    1461  3.99220355E-02  1.87411947E-03  5.82657683E-06  4.47034958E-01  1.40549002E-03  2.49313862E-01 -1.40024556E+00 -1.38216049E+00  0.00000000E+00
    1471  3.99035546E-02  1.87234173E-03  5.81046402E-06  4.47516479E-01  1.40397349E-03  2.48211778E-01 -1.40048385E+00 -1.38238646E+00  0.00000000E+00
    1481  3.99386564E-02  1.87572496E-03  5.82594839E-06  4.48040691E-01  1.40688438E-03  2.45702279E-01 -1.40030519E+00 -1.38219869E+00  0.00000000E+00
    1491  3.99914324E-02  1.87988485E-03  5.84385837E-06  4.48791468E-01  1.40659110E-03  2.45967730E-01 -1.40047584E+00 -1.38236787E+00  0.00000000E+00
    1501  3.99852318E-02  1.88014780E-03  5.84892374E-06  4.48467992E-01  1.41039550E-03  2.46427441E-01 -1.40021336E+00 -1.38209955E+00  0.00000000E+00
    1511  3.99588234E-02  1.87811872E-03  5.83554167E-06  4.48540226E-01  1.41080711E-03  2.50699919E-01 -1.39987740E+00 -1.38175561E+00  0.00000000E+00
    1521  3.99311817E-02  1.87470482E-03  5.80748681E-06  4.49190801E-01  1.40476307E-03  2.51234726E-01 -1.39969531E+00 -1.38159850E+00  0.00000000E+00
    1531  3.99296213E-02  1.87205240E-03  5.77575904E-06  4.50646609E-01  1.39209034E-03  2.51263254E-01 -1.39948082E+00 -1.38137193E+00  0.00000000E+00
    1541  3.99126937E-02  1.86921282E-03  5.74941220E-06  4.51489821E-01  1.38463029E-03  2.48421244E-01 -1.39944000E+00 -1.38133841E+00  0.00000000E+00
    1551  3.98638367E-02  1.86462257E-03  5.71717421E-06  4.51876658E-01  1.38115801E-03  2.46377506E-01 -1.39935548E+00 -1.38126471E+00  0.00000000E+00
    1561  3.97801069E-02  1.85598162E-03  5.66621863E-06  4.51691814E-01  1.37126986E-03  2.43876382E-01 -1.39938907E+00 -1.38129321E+00  0.00000000E+00
    1571  3.97860396E-02  1.85540295E-03  5.65103513E-06  4.52819936E-01  1.36600229E-03  2.42707842E-01 -1.39948094E+00 -1.38137057E+00  0.00000000E+00
    1581  3.97626734E-02  1.85610823E-03  5.68848246E-06  4.49612482E-01  1.37885660E-03  2.43192497E-01 -1.39939226E+00 -1.38128939E+00  0.00000000E+00
