   #Iter             <M>           <M^2>           <M^4>      U_{Binder}            \chi        C_v(tot)             <E>       <E_{exc}>       <E_{lsf}>
       1  2.53246763E-01  6.41339228E-02  4.11316005E-03  6.66666667E-01 -1.00023811E-37  0.00000000E+00 -5.44818279E+00 -5.26143264E+00  0.00000000E+00
     731  2.32528450E-01  5.40767442E-02  2.92590638E-03  6.66482906E-01  4.52519560E-25  0.00000000E+00 -6.08505823E+00 -5.84519527E+00  0.00000000E+00
     741  2.32438495E-01  5.40350176E-02  2.92141531E-03  6.66480330E-01  4.58711559E-25  0.00000000E+00 -6.08507174E+00 -5.84516455E+00  0.00000000E+00
     751  2.32347820E-01  5.39929814E-02  2.91689616E-03  6.66477532E-01  4.65450446E-25  0.00000000E+00 -6.08508531E+00 -5.84513414E+00  0.00000000E+00
     761  2.32256438E-01  5.39506416E-02  2.91234962E-03  6.66474513E-01  4.72727294E-25  0.00000000E+00 -6.08509893E+00 -5.84510406E+00  0.00000000E+00
     771  2.32164391E-01  5.39080181E-02  2.90777782E-03  6.66471282E-01  4.80520504E-25  0.00000000E+00 -6.08511257E+00 -5.84507431E+00  0.00000000E+00
     781  2.32071756E-01  5.38651463E-02  2.90318454E-03  6.66467853E-01  4.88793285E-25  0.00000000E+00 -6.08512624E+00 -5.84504493E+00  0.00000000E+00
     791  2.31978646E-01  5.38220783E-02  2.89857524E-03  6.66464246E-01  4.97492092E-25  0.00000000E+00 -6.08513991E+00 -5.84501594E+00  0.00000000E+00
     801  2.31885209E-01  5.37788817E-02  2.89395701E-03  6.66460490E-01  5.06546542E-25  0.00000000E+00 -6.08515356E+00 -5.84498737E+00  0.00000000E+00
     811  2.31791623E-01  5.37356378E-02  2.88933833E-03  6.66456617E-01  5.15871110E-25  0.00000000E+00 -6.08516717E+00 -5.84495927E+00  0.00000000E+00
     821  2.31698089E-01  5.36924378E-02  2.88472868E-03  6.66452667E-01  5.25368554E-25  0.00000000E+00 -6.08518072E+00 -5.84493167E+00  0.00000000E+00
     831  2.31604818E-01  5.36493790E-02  2.88013812E-03  6.66448681E-01  5.34934682E-25  0.00000000E+00 -6.08519418E+00 -5.84490462E+00  0.00000000E+00
     841  2.31512028E-01  5.36065593E-02  2.87557676E-03  6.66444701E-01  5.44463784E-25  0.00000000E+00 -6.08520753E+00 -5.84487816E+00  0.00000000E+00
     851  2.31419927E-01  5.35640734E-02  2.87105435E-03  6.66440768E-01  5.53853957E-25  0.00000000E+00 -6.08522076E+00 -5.84485231E+00  0.00000000E+00
     861  2.31328708E-01  5.35220090E-02  2.86657984E-03  6.66436920E-01  5.63011663E-25  0.00000000E+00 -6.08523385E+00 -5.84482709E+00  0.00000000E+00
     871  2.31238543E-01  5.34804436E-02  2.86216119E-03  6.66433189E-01  5.71855068E-25  0.00000000E+00 -6.08524678E+00 -5.84480254E+00  0.00000000E+00
     881  2.31149580E-01  5.34394439E-02  2.85780514E-03  6.66429605E-01  5.80316003E-25  0.00000000E+00 -6.08525953E+00 -5.84477864E+00  0.00000000E+00
     891  2.31061939E-01  5.33990643E-02  2.85351720E-03  6.66426189E-01  5.88340619E-25  0.00000000E+00 -6.08527210E+00 -5.84475542E+00  0.00000000E+00
     901  2.30975718E-01  5.33593478E-02  2.84930167E-03  6.66422958E-01  5.95888992E-25  0.00000000E+00 -6.08528448E+00 -5.84473286E+00  0.00000000E+00
     911  2.30890987E-01  5.33203267E-02  2.84516174E-03  6.66419925E-01  6.02933977E-25  0.00000000E+00 -6.08529667E+00 -5.84471096E+00  0.00000000E+00
     921  2.30807799E-01  5.32820233E-02  2.84109959E-03  6.66417096E-01  6.09459629E-25  0.00000000E+00 -6.08530865E+00 -5.84468970E+00  0.00000000E+00
     931  2.30726185E-01  5.32444521E-02  2.83711656E-03  6.66414474E-01  6.15459452E-25  0.00000000E+00 -6.08532043E+00 -5.84466907E+00  0.00000000E+00
     941  2.30646163E-01  5.32076204E-02  2.83321326E-03  6.66412062E-01  6.20934657E-25  0.00000000E+00 -6.08533200E+00 -5.84464904E+00  0.00000000E+00
     951  2.30567739E-01  5.31715296E-02  2.82938974E-03  6.66409855E-01  6.25892552E-25  0.00000000E+00 -6.08534337E+00 -5.84462961E+00  0.00000000E+00
     961  2.30490907E-01  5.31361768E-02  2.82564554E-03  6.66407852E-01  6.30345133E-25  0.00000000E+00 -6.08535452E+00 -5.84461073E+00  0.00000000E+00
     971  2.30415652E-01  5.31015552E-02  2.82197985E-03  6.66406045E-01  6.34307880E-25  0.00000000E+00 -6.08536548E+00 -5.84459240E+00  0.00000000E+00
     981  2.30341956E-01  5.30676553E-02  2.81839156E-03  6.66404428E-01  6.37798770E-25  0.00000000E+00 -6.08537622E+00 -5.84457460E+00  0.00000000E+00
     991  2.30269794E-01  5.30344651E-02  2.81487934E-03  6.66402995E-01  6.40837483E-25  0.00000000E+00 -6.08538677E+00 -5.84455729E+00  0.00000000E+00
    1001  2.30199136E-01  5.30019713E-02  2.81144168E-03  6.66401738E-01  6.43444764E-25  0.00000000E+00 -6.08539711E+00 -5.84454046E+00  0.00000000E+00
    1011  2.30129952E-01  5.29701591E-02  2.80807697E-03  6.66400648E-01  6.45641934E-25  0.00000000E+00 -6.08540726E+00 -5.84452408E+00  0.00000000E+00
    1021  2.30062208E-01  5.29390127E-02  2.80478348E-03  6.66399717E-01  6.47450503E-25  0.00000000E+00 -6.08541722E+00 -5.84450814E+00  0.00000000E+00
    1031  2.29995869E-01  5.29085161E-02  2.80155946E-03  6.66398937E-01  6.48891884E-25  0.00000000E+00 -6.08542698E+00 -5.84449262E+00  0.00000000E+00
    1041  2.29930899E-01  5.28786525E-02  2.79840308E-03  6.66398300E-01  6.49987168E-25  0.00000000E+00 -6.08543656E+00 -5.84447750E+00  0.00000000E+00
    1051  2.29867263E-01  5.28494051E-02  2.79531253E-03  6.66397798E-01  6.50756964E-25  0.00000000E+00 -6.08544596E+00 -5.84446275E+00  0.00000000E+00
    1061  2.29804924E-01  5.28207570E-02  2.79228597E-03  6.66397423E-01  6.51221283E-25  0.00000000E+00 -6.08545517E+00 -5.84444837E+00  0.00000000E+00
    1071  2.29743845E-01  5.27926912E-02  2.78932158E-03  6.66397167E-01  6.51399450E-25  0.00000000E+00 -6.08546421E+00 -5.84443433E+00  0.00000000E+00
    1081  2.29683991E-01  5.27651909E-02  2.78641756E-03  6.66397024E-01  6.51310053E-25  0.00000000E+00 -6.08547308E+00 -5.84442062E+00  0.00000000E+00
    1091  2.29625325E-01  5.27382396E-02  2.78357213E-03  6.66396985E-01  6.50970905E-25  0.00000000E+00 -6.08548178E+00 -5.84440722E+00  0.00000000E+00
    1101  2.29567812E-01  5.27118209E-02  2.78078352E-03  6.66397045E-01  6.50399026E-25  0.00000000E+00 -6.08549032E+00 -5.84439413E+00  0.00000000E+00
    1111  2.29511418E-01  5.26859188E-02  2.77805002E-03  6.66397198E-01  6.49610640E-25  0.00000000E+00 -6.08549870E+00 -5.84438132E+00  0.00000000E+00
    1121  2.29456108E-01  5.26605175E-02  2.77536995E-03  6.66397435E-01  6.48621175E-25  0.00000000E+00 -6.08550692E+00 -5.84436879E+00  0.00000000E+00
    1131  2.29401849E-01  5.26356017E-02  2.77274165E-03  6.66397753E-01  6.47445281E-25  0.00000000E+00 -6.08551499E+00 -5.84435652E+00  0.00000000E+00
    1141  2.29348610E-01  5.26111564E-02  2.77016353E-03  6.66398145E-01  6.46096839E-25  0.00000000E+00 -6.08552291E+00 -5.84434450E+00  0.00000000E+00
    1151  2.29296357E-01  5.25871669E-02  2.76763402E-03  6.66398606E-01  6.44588990E-25  0.00000000E+00 -6.08553068E+00 -5.84433272E+00  0.00000000E+00
    1161  2.29245062E-01  5.25636191E-02  2.76515160E-03  6.66399130E-01  6.42934153E-25  0.00000000E+00 -6.08553831E+00 -5.84432116E+00  0.00000000E+00
    1171  2.29194692E-01  5.25404989E-02  2.76271480E-03  6.66399714E-01  6.41144057E-25  0.00000000E+00 -6.08554580E+00 -5.84430983E+00  0.00000000E+00
    1181  2.29145220E-01  5.25177931E-02  2.76032217E-03  6.66400353E-01  6.39229765E-25  0.00000000E+00 -6.08555316E+00 -5.84429870E+00  0.00000000E+00
    1191  2.29096616E-01  5.24954885E-02  2.75797232E-03  6.66401042E-01  6.37201702E-25  0.00000000E+00 -6.08556039E+00 -5.84428778E+00  0.00000000E+00
    1201  2.29048855E-01  5.24735724E-02  2.75566390E-03  6.66401777E-01  6.35069687E-25  0.00000000E+00 -6.08556749E+00 -5.84427705E+00  0.00000000E+00
    1211  2.29001908E-01  5.24520327E-02  2.75339562E-03  6.66402555E-01  6.32842959E-25  0.00000000E+00 -6.08557447E+00 -5.84426650E+00  0.00000000E+00
    1221  2.28955750E-01  5.24308573E-02  2.75116619E-03  6.66403372E-01  6.30530205E-25  0.00000000E+00 -6.08558132E+00 -5.84425612E+00  0.00000000E+00
    1231  2.28910357E-01  5.24100348E-02  2.74897439E-03  6.66404224E-01  6.28139589E-25  0.00000000E+00 -6.08558806E+00 -5.84424592E+00  0.00000000E+00
    1241  2.28865703E-01  5.23895539E-02  2.74681903E-03  6.66405109E-01  6.25678779E-25  0.00000000E+00 -6.08559468E+00 -5.84423587E+00  0.00000000E+00
    1251  2.28821766E-01  5.23694040E-02  2.74469896E-03  6.66406023E-01  6.23154972E-25  0.00000000E+00 -6.08560118E+00 -5.84422599E+00  0.00000000E+00
    1261  2.28778523E-01  5.23495745E-02  2.74261308E-03  6.66406964E-01  6.20574921E-25  0.00000000E+00 -6.08560758E+00 -5.84421624E+00  0.00000000E+00
    1271  2.28735952E-01  5.23300553E-02  2.74056030E-03  6.66407928E-01  6.17944958E-25  0.00000000E+00 -6.08561387E+00 -5.84420665E+00  0.00000000E+00
    1281  2.28694031E-01  5.23108366E-02  2.73853959E-03  6.66408914E-01  6.15271015E-25  0.00000000E+00 -6.08562006E+00 -5.84419719E+00  0.00000000E+00
    1291  2.28652741E-01  5.22919090E-02  2.73654994E-03  6.66409919E-01  6.12558653E-25  0.00000000E+00 -6.08562614E+00 -5.84418785E+00  0.00000000E+00
    1301  2.28612061E-01  5.22732634E-02  2.73459037E-03  6.66410941E-01  6.09813074E-25  0.00000000E+00 -6.08563213E+00 -5.84417865E+00  0.00000000E+00
    1311  2.28571972E-01  5.22548909E-02  2.73265996E-03  6.66411977E-01  6.07039150E-25  0.00000000E+00 -6.08563802E+00 -5.84416957E+00  0.00000000E+00
    1321  2.28532455E-01  5.22367829E-02  2.73075780E-03  6.66413026E-01  6.04241437E-25  0.00000000E+00 -6.08564382E+00 -5.84416060E+00  0.00000000E+00
    1331  2.28493494E-01  5.22189312E-02  2.72888300E-03  6.66414087E-01  6.01424194E-25  0.00000000E+00 -6.08564952E+00 -5.84415174E+00  0.00000000E+00
    1341  2.28455070E-01  5.22013279E-02  2.72703472E-03  6.66415156E-01  5.98591402E-25  0.00000000E+00 -6.08565513E+00 -5.84414299E+00  0.00000000E+00
    1351  2.28417166E-01  5.21839652E-02  2.72521214E-03  6.66416234E-01  5.95746777E-25  0.00000000E+00 -6.08566066E+00 -5.84413434E+00  0.00000000E+00
    1361  2.28379767E-01  5.21668356E-02  2.72341446E-03  6.66417317E-01  5.92893790E-25  0.00000000E+00 -6.08566610E+00 -5.84412579E+00  0.00000000E+00
    1371  2.28342857E-01  5.21499321E-02  2.72164094E-03  6.66418405E-01  5.90035679E-25  0.00000000E+00 -6.08567146E+00 -5.84411734E+00  0.00000000E+00
    1381  2.28306421E-01  5.21332475E-02  2.71989082E-03  6.66419497E-01  5.87175463E-25  0.00000000E+00 -6.08567674E+00 -5.84410897E+00  0.00000000E+00
    1391  2.28270443E-01  5.21167752E-02  2.71816339E-03  6.66420591E-01  5.84315954E-25  0.00000000E+00 -6.08568194E+00 -5.84410069E+00  0.00000000E+00
    1401  2.28234911E-01  5.21005086E-02  2.71645797E-03  6.66421686E-01  5.81459773E-25  0.00000000E+00 -6.08568707E+00 -5.84409250E+00  0.00000000E+00
    1411  2.28199810E-01  5.20844416E-02  2.71477389E-03  6.66422781E-01  5.78609357E-25  0.00000000E+00 -6.08569211E+00 -5.84408439E+00  0.00000000E+00
    1421  2.28165128E-01  5.20685680E-02  2.71311050E-03  6.66423875E-01  5.75766974E-25  0.00000000E+00 -6.08569709E+00 -5.84407635E+00  0.00000000E+00
    1431  2.28130850E-01  5.20528820E-02  2.71146719E-03  6.66424967E-01  5.72934730E-25  0.00000000E+00 -6.08570199E+00 -5.84406839E+00  0.00000000E+00
    1441  2.28096966E-01  5.20373779E-02  2.70984334E-03  6.66426056E-01  5.70114581E-25  0.00000000E+00 -6.08570683E+00 -5.84406050E+00  0.00000000E+00
    1451  2.28063464E-01  5.20220503E-02  2.70823839E-03  6.66427142E-01  5.67308343E-25  0.00000000E+00 -6.08571159E+00 -5.84405268E+00  0.00000000E+00
    1461  2.28030331E-01  5.20068938E-02  2.70665177E-03  6.66428223E-01  5.64517697E-25  0.00000000E+00 -6.08571629E+00 -5.84404492E+00  0.00000000E+00
    1471  2.27997556E-01  5.19919033E-02  2.70508293E-03  6.66429299E-01  5.61744201E-25  0.00000000E+00 -6.08572093E+00 -5.84403723E+00  0.00000000E+00
    1481  2.27965130E-01  5.19770738E-02  2.70353136E-03  6.66430370E-01  5.58989294E-25  0.00000000E+00 -6.08572550E+00 -5.84402960E+00  0.00000000E+00
    1491  2.27933041E-01  5.19624007E-02  2.70199654E-03  6.66431434E-01  5.56254307E-25  0.00000000E+00 -6.08573001E+00 -5.84402203E+00  0.00000000E+00
    1501  2.27901280E-01  5.19478793E-02  2.70047799E-03  6.66432491E-01  5.53540468E-25  0.00000000E+00 -6.08573446E+00 -5.84401451E+00  0.00000000E+00
    1511  2.27869837E-01  5.19335050E-02  2.69897523E-03  6.66433540E-01  5.50848907E-25  0.00000000E+00 -6.08573885E+00 -5.84400705E+00  0.00000000E+00
    1521  2.27838701E-01  5.19192736E-02  2.69748781E-03  6.66434582E-01  5.48180665E-25  0.00000000E+00 -6.08574318E+00 -5.84399964E+00  0.00000000E+00
    1531  2.27807866E-01  5.19051810E-02  2.69601527E-03  6.66435615E-01  5.45536698E-25  0.00000000E+00 -6.08574746E+00 -5.84399227E+00  0.00000000E+00
    1541  2.27777320E-01  5.18912230E-02  2.69455721E-03  6.66436640E-01  5.42917882E-25  0.00000000E+00 -6.08575168E+00 -5.84398496E+00  0.00000000E+00
    1551  2.27747057E-01  5.18773958E-02  2.69311318E-03  6.66437655E-01  5.40325018E-25  0.00000000E+00 -6.08575585E+00 -5.84397769E+00  0.00000000E+00
    1561  2.27717068E-01  5.18636955E-02  2.69168281E-03  6.66438661E-01  5.37758838E-25  0.00000000E+00 -6.08575997E+00 -5.84397047E+00  0.00000000E+00
    1571  2.27687345E-01  5.18501186E-02  2.69026570E-03  6.66439657E-01  5.35220009E-25  0.00000000E+00 -6.08576403E+00 -5.84396329E+00  0.00000000E+00
    1581  2.27657879E-01  5.18366614E-02  2.68886148E-03  6.66440642E-01  5.32709136E-25  0.00000000E+00 -6.08576805E+00 -5.84395614E+00  0.00000000E+00
