   #Iter             <M>           <M^2>           <M^4>      U_{Binder}            \chi        C_v(tot)             <E>       <E_{exc}>       <E_{lsf}>
       1  2.96840196E-02  8.81141022E-04  7.76409502E-07  6.66666667E-01 -1.22281200E-18  1.61115091E-12 -2.12416880E+00 -2.09994166E+00  0.00000000E+00
     991  7.89476201E-02  7.51186021E-03  9.93755337E-05  4.12966041E-01  2.88572359E-02  1.42137895E+00 -4.72446187E+00 -4.59591141E+00  0.00000000E+00
    1001  7.90012862E-02  7.50891033E-03  9.88624773E-05  4.15537841E-01  2.85994571E-02  1.40878147E+00 -4.72447011E+00 -4.59589775E+00  0.00000000E+00
    1011  7.91429419E-02  7.51156487E-03  9.81728541E-05  4.20024941E-01  2.81539538E-02  1.39429330E+00 -4.72449684E+00 -4.59589055E+00  0.00000000E+00
    1021  7.87873652E-02  7.44191182E-03  9.66408382E-05  4.18338400E-01  2.78494682E-02  1.37753316E+00 -4.72437693E+00 -4.59577378E+00  0.00000000E+00
    1031  7.85766000E-02  7.38872870E-03  9.52261746E-05  4.18572400E-01  2.73979010E-02  1.36994975E+00 -4.72428372E+00 -4.59569952E+00  0.00000000E+00
    1041  7.91504514E-02  7.48633599E-03  9.70210747E-05  4.22959631E-01  2.75579735E-02  1.34528472E+00 -4.72429802E+00 -4.59572116E+00  0.00000000E+00
    1051  7.93343148E-02  7.49651125E-03  9.64740170E-05  4.27769880E-01  2.71301393E-02  1.33740117E+00 -4.72425914E+00 -4.59566260E+00  0.00000000E+00
    1061  7.89354948E-02  7.42936005E-03  9.51146315E-05  4.25588319E-01  2.70392217E-02  1.33049927E+00 -4.72427774E+00 -4.59571376E+00  0.00000000E+00
    1071  7.81610313E-02  7.32378187E-03  9.34554517E-05  4.19218753E-01  2.74021519E-02  1.34609723E+00 -4.72446442E+00 -4.59595566E+00  0.00000000E+00
    1081  7.78948766E-02  7.28328129E-03  9.27383037E-05  4.17248062E-01  2.74254888E-02  1.33255978E+00 -4.72455026E+00 -4.59609250E+00  0.00000000E+00
    1091  7.73572239E-02  7.19775191E-03  9.12155078E-05  4.13114096E-01  2.73790679E-02  1.33102868E+00 -4.72476016E+00 -4.59629951E+00  0.00000000E+00
    1101  7.69956092E-02  7.13707048E-03  8.99464102E-05  4.11396812E-01  2.72693095E-02  1.31505908E+00 -4.72471970E+00 -4.59630951E+00  0.00000000E+00
    1111  7.64516909E-02  7.05314508E-03  8.84831708E-05  4.07110461E-01  2.72588734E-02  1.30457323E+00 -4.72467309E+00 -4.59630111E+00  0.00000000E+00
    1121  7.62711671E-02  7.01117398E-03  8.73852819E-05  4.07435611E-01  2.69339871E-02  1.28819008E+00 -4.72465742E+00 -4.59628541E+00  0.00000000E+00
    1131  7.55589556E-02  6.91383861E-03  8.59017122E-05  4.00978942E-01  2.71776301E-02  1.27846154E+00 -4.72457732E+00 -4.59621831E+00  0.00000000E+00
    1141  7.51393525E-02  6.84865481E-03  8.47316432E-05  3.97837343E-01  2.71336310E-02  1.29280647E+00 -4.72439232E+00 -4.59600685E+00  0.00000000E+00
    1151  7.50682621E-02  6.82400675E-03  8.39016306E-05  3.99420850E-01  2.68184736E-02  1.28901667E+00 -4.72427225E+00 -4.59586595E+00  0.00000000E+00
    1161  7.52397123E-02  6.83916573E-03  8.37691095E-05  4.03024665E-01  2.65790817E-02  1.28521270E+00 -4.72409828E+00 -4.59566242E+00  0.00000000E+00
    1171  7.54759469E-02  6.86247357E-03  8.36428318E-05  4.07966744E-01  2.63016748E-02  1.28420689E+00 -4.72399230E+00 -4.59553220E+00  0.00000000E+00
    1181  7.53324234E-02  6.82916023E-03  8.27548744E-05  4.08523187E-01  2.60384268E-02  1.28565270E+00 -4.72391787E+00 -4.59543179E+00  0.00000000E+00
    1191  7.50224111E-02  6.77778753E-03  8.17329922E-05  4.06937801E-01  2.59310220E-02  1.29793458E+00 -4.72408509E+00 -4.59554236E+00  0.00000000E+00
    1201  7.43900326E-02  6.69086988E-03  8.04303108E-05  4.01128944E-01  2.61017464E-02  1.29124245E+00 -4.72410230E+00 -4.59548946E+00  0.00000000E+00
    1211  7.43302065E-02  6.66703481E-03  7.96423002E-05  4.02748712E-01  2.57647514E-02  1.28606465E+00 -4.72401747E+00 -4.59539972E+00  0.00000000E+00
    1221  7.44045844E-02  6.66692341E-03  7.93070125E-05  4.05243217E-01  2.55126666E-02  1.27585231E+00 -4.72404979E+00 -4.59542277E+00  0.00000000E+00
    1231  7.45372895E-02  6.67587193E-03  7.90461489E-05  4.08787690E-01  2.52686393E-02  1.27314309E+00 -4.72415994E+00 -4.59558200E+00  0.00000000E+00
    1241  7.42018592E-02  6.62052209E-03  7.80206763E-05  4.06659522E-01  2.51455019E-02  1.26645521E+00 -4.72417422E+00 -4.59563641E+00  0.00000000E+00
    1251  7.39995878E-02  6.57756963E-03  7.70632328E-05  4.06261705E-01  2.48527737E-02  1.25766598E+00 -4.72409668E+00 -4.59557482E+00  0.00000000E+00
    1261  7.43015881E-02  6.61443224E-03  7.72287248E-05  4.11600269E-01  2.46739995E-02  1.28867307E+00 -4.72408677E+00 -4.59557017E+00  0.00000000E+00
    1271  7.43611284E-02  6.60778389E-03  7.66514354E-05  4.14822828E-01  2.43243249E-02  1.28590877E+00 -4.72413838E+00 -4.59555411E+00  0.00000000E+00
    1281  7.43550141E-02  6.59613524E-03  7.61387560E-05  4.16681945E-01  2.40820450E-02  1.29558019E+00 -4.72429358E+00 -4.59563180E+00  0.00000000E+00
    1291  7.44051754E-02  6.59411155E-03  7.57822437E-05  4.19056863E-01  2.38680481E-02  1.31759545E+00 -4.72408864E+00 -4.59539626E+00  0.00000000E+00
    1301  7.40832484E-02  6.54148901E-03  7.48337801E-05  4.17060886E-01  2.37593064E-02  1.32350211E+00 -4.72411360E+00 -4.59540308E+00  0.00000000E+00
    1311  7.45400859E-02  6.61109403E-03  7.57706953E-05  4.22125742E-01  2.37978459E-02  1.31084341E+00 -4.72411976E+00 -4.59539841E+00  0.00000000E+00
    1321  7.53326294E-02  6.76123242E-03  7.92132318E-05  4.22403242E-01  2.45052760E-02  1.31454591E+00 -4.72415239E+00 -4.59537786E+00  0.00000000E+00
    1331  7.60106386E-02  6.87982627E-03  8.13717215E-05  4.26943680E-01  2.48658236E-02  1.31580959E+00 -4.72419650E+00 -4.59537904E+00  0.00000000E+00
    1341  7.67990766E-02  7.02974027E-03  8.47423513E-05  4.28388843E-01  2.55298319E-02  1.30408753E+00 -4.72422317E+00 -4.59538244E+00  0.00000000E+00
    1351  7.80170534E-02  7.30843776E-03  9.42635445E-05  4.11734464E-01  2.75632774E-02  1.30336564E+00 -4.72441851E+00 -4.59555723E+00  0.00000000E+00
    1361  7.85863801E-02  7.42621934E-03  9.75067325E-05  4.10643872E-01  2.82090133E-02  1.29698605E+00 -4.72440222E+00 -4.59551013E+00  0.00000000E+00
    1371  7.85131995E-02  7.40122252E-03  9.66426202E-05  4.11914437E-01  2.79044493E-02  1.31136863E+00 -4.72452809E+00 -4.59554487E+00  0.00000000E+00
    1381  7.81510679E-02  7.33898654E-03  9.54316476E-05  4.09392463E-01  2.77803039E-02  1.30570841E+00 -4.72451203E+00 -4.59549682E+00  0.00000000E+00
    1391  7.83166841E-02  7.36120138E-03  9.56170362E-05  4.11811370E-01  2.76968603E-02  1.28899535E+00 -4.72454875E+00 -4.59548706E+00  0.00000000E+00
    1401  7.85581191E-02  7.39103497E-03  9.57358217E-05  4.15825359E-01  2.75154445E-02  1.29503029E+00 -4.72439347E+00 -4.59529033E+00  0.00000000E+00
    1411  7.81912402E-02  7.32726971E-03  9.45196658E-05  4.13164245E-01  2.73742817E-02  1.28754757E+00 -4.72432584E+00 -4.59519068E+00  0.00000000E+00
    1421  7.79736101E-02  7.28348697E-03  9.35030540E-05  4.12475684E-01  2.71532712E-02  1.31118942E+00 -4.72414128E+00 -4.59499752E+00  0.00000000E+00
    1431  7.76871401E-02  7.22914950E-03  9.23758665E-05  4.10799838E-01  2.69334165E-02  1.30537495E+00 -4.72410753E+00 -4.59496193E+00  0.00000000E+00
    1441  7.74735910E-02  7.18583873E-03  9.13811619E-05  4.10097158E-01  2.67038385E-02  1.33838768E+00 -4.72398099E+00 -4.59483319E+00  0.00000000E+00
    1451  7.72078460E-02  7.13591146E-03  9.03260244E-05  4.08720619E-01  2.65048269E-02  1.32589312E+00 -4.72401293E+00 -4.59480494E+00  0.00000000E+00
    1461  7.68493338E-02  7.07699002E-03  8.92386191E-05  4.06071152E-01  2.64215790E-02  1.33516702E+00 -4.72421970E+00 -4.59495030E+00  0.00000000E+00
    1471  7.72501582E-02  7.14204317E-03  9.02645472E-05  4.10137197E-01  2.64957181E-02  1.34092107E+00 -4.72435619E+00 -4.59504433E+00  0.00000000E+00
    1481  7.80854337E-02  7.31740716E-03  9.53548905E-05  4.06381708E-01  2.75248140E-02  1.33149036E+00 -4.72444153E+00 -4.59506533E+00  0.00000000E+00
    1491  7.78163148E-02  7.27508253E-03  9.44991621E-05  4.04843948E-01  2.75165000E-02  1.33697385E+00 -4.72456545E+00 -4.59518692E+00  0.00000000E+00
    1501  7.71990429E-02  7.19280790E-03  9.32648815E-05  3.99103098E-01  2.78190746E-02  1.32223469E+00 -4.72454410E+00 -4.59516371E+00  0.00000000E+00
    1511  7.71619103E-02  7.18737057E-03  9.30771197E-05  3.99405146E-01  2.78257182E-02  1.36947558E+00 -4.72471056E+00 -4.59534765E+00  0.00000000E+00
    1521  7.78589000E-02  7.31895778E-03  9.59799932E-05  4.02743374E-01  2.83567645E-02  1.36751423E+00 -4.72470953E+00 -4.59536879E+00  0.00000000E+00
    1531  7.86906473E-02  7.50140558E-03  1.01872384E-04  3.96538008E-01  2.95352562E-02  1.35466915E+00 -4.72478195E+00 -4.59542510E+00  0.00000000E+00
    1541  7.93712524E-02  7.64112371E-03  1.05971174E-04  3.95004661E-01  3.02603434E-02  1.35803978E+00 -4.72492862E+00 -4.59559543E+00  0.00000000E+00
    1551  8.03267839E-02  7.86331325E-03  1.14103514E-04  3.84870424E-01  3.18303615E-02  1.34874916E+00 -4.72491574E+00 -4.59561071E+00  0.00000000E+00
    1561  8.04851498E-02  7.87538406E-03  1.13730167E-04  3.88761165E-01  3.15281406E-02  1.33817322E+00 -4.72493570E+00 -4.59567045E+00  0.00000000E+00
    1571  8.04489975E-02  7.85558879E-03  1.12877533E-04  3.90282342E-01  3.12128166E-02  1.34073240E+00 -4.72483321E+00 -4.59563198E+00  0.00000000E+00
    1581  8.05310915E-02  7.86317293E-03  1.12666252E-04  3.92596992E-01  3.10857732E-02  1.34362232E+00 -4.72475443E+00 -4.59561591E+00  0.00000000E+00
