   #Iter             <M>           <M^2>           <M^4>      U_{Binder}            \chi        C_v(tot)             <E>       <E_{exc}>       <E_{lsf}>
       1  1.87772006E-02  3.52583261E-04  1.24314956E-07  6.66666667E-01 -1.32341772E-19  4.10598856E-13 -2.12416880E+00 -2.09994166E+00  0.00000000E+00
     291  8.77480011E-02  8.98660959E-03  1.23346709E-04  4.90886560E-01  1.93549338E-02  1.79593826E+00 -3.90137843E+00 -3.82324154E+00  0.00000000E+00
     301  8.98212407E-02  9.34560519E-03  1.29784308E-04  5.04679765E-01  1.92173483E-02  1.74135704E+00 -3.90166722E+00 -3.82346090E+00  0.00000000E+00
     311  9.17969755E-02  9.70949353E-03  1.37445855E-04  5.14021296E-01  1.92934341E-02  1.66490656E+00 -3.90100224E+00 -3.82293940E+00  0.00000000E+00
     321  9.32725731E-02  9.94959514E-03  1.41133084E-04  5.24777758E-01  1.87973166E-02  1.63618294E+00 -3.90092603E+00 -3.82287541E+00  0.00000000E+00
     331  9.35884781E-02  9.97717291E-03  1.40846537E-04  5.28360771E-01  1.83242701E-02  1.59321589E+00 -3.90087174E+00 -3.82283289E+00  0.00000000E+00
     341  9.40360270E-02  1.00528505E-02  1.42417503E-04  5.30253378E-01  1.81995351E-02  1.56537020E+00 -3.90121854E+00 -3.82300057E+00  0.00000000E+00
     351  9.68655520E-02  1.06858155E-02  1.61925290E-04  5.27308178E-01  1.95953093E-02  1.53173118E+00 -3.90176899E+00 -3.82352022E+00  0.00000000E+00
     361  9.87328714E-02  1.10622778E-02  1.71385291E-04  5.33165252E-01  1.97640213E-02  1.60440299E+00 -3.90113209E+00 -3.82259211E+00  0.00000000E+00
     371  9.65249333E-02  1.07052672E-02  1.64335831E-04  5.22013108E-01  2.08785839E-02  1.66347449E+00 -3.90114756E+00 -3.82252904E+00  0.00000000E+00
     381  9.53321682E-02  1.04523621E-02  1.58062520E-04  5.17742766E-01  2.05166521E-02  1.61058448E+00 -3.90157572E+00 -3.82291501E+00  0.00000000E+00
     391  9.67634441E-02  1.07630748E-02  1.68601638E-04  5.14859180E-01  2.10546453E-02  1.56987910E+00 -3.90149784E+00 -3.82312628E+00  0.00000000E+00
     401  9.58666055E-02  1.05625505E-02  1.63238923E-04  5.12286400E-01  2.06370419E-02  1.56229235E+00 -3.90134314E+00 -3.82299548E+00  0.00000000E+00
     411  9.74392620E-02  1.08996818E-02  1.72509378E-04  5.15979433E-01  2.11352798E-02  1.57683010E+00 -3.90056585E+00 -3.82233618E+00  0.00000000E+00
     421  9.59910930E-02  1.06699431E-02  1.68056545E-04  5.07949168E-01  2.18930113E-02  1.62852802E+00 -3.89933586E+00 -3.82120147E+00  0.00000000E+00
     431  9.51892401E-02  1.04815956E-02  1.62753314E-04  5.06196928E-01  2.13658746E-02  1.57162573E+00 -3.89935597E+00 -3.82122368E+00  0.00000000E+00
     441  9.57293134E-02  1.05692911E-02  1.64324729E-04  5.09668322E-01  2.11340407E-02  1.52586368E+00 -3.89889854E+00 -3.82075351E+00  0.00000000E+00
     451  9.69140017E-02  1.07727744E-02  1.67632766E-04  5.18515262E-01  2.07619669E-02  1.51050422E+00 -3.89856972E+00 -3.82047350E+00  0.00000000E+00
     461  9.63590278E-02  1.06456957E-02  1.63874183E-04  5.18006494E-01  2.04639165E-02  1.50339455E+00 -3.89800008E+00 -3.82005462E+00  0.00000000E+00
     471  9.62221220E-02  1.05978023E-02  1.61955012E-04  5.19336097E-01  2.01401369E-02  1.44421477E+00 -3.89797242E+00 -3.82004149E+00  0.00000000E+00
     481  9.52513444E-02  1.03923182E-02  1.56880496E-04  5.15802182E-01  1.98452629E-02  1.44382931E+00 -3.89798637E+00 -3.82002963E+00  0.00000000E+00
     491  9.40732250E-02  1.01942006E-02  1.52607323E-04  5.10505550E-01  2.02201997E-02  1.41827816E+00 -3.89820574E+00 -3.82029290E+00  0.00000000E+00
     501  9.42607065E-02  1.02131886E-02  1.52623044E-04  5.12273724E-01  1.99747304E-02  1.37637307E+00 -3.89796336E+00 -3.82019866E+00  0.00000000E+00
     511  9.46119143E-02  1.02893336E-02  1.54798635E-04  5.12615877E-01  2.01222947E-02  1.32987151E+00 -3.89801761E+00 -3.82025792E+00  0.00000000E+00
     521  9.35403553E-02  1.01073685E-02  1.50877763E-04  5.07702332E-01  2.04178489E-02  1.28708081E+00 -3.89808134E+00 -3.82026628E+00  0.00000000E+00
     531  9.25067392E-02  9.89824865E-03  1.46103931E-04  5.02922703E-01  2.01648969E-02  1.33435878E+00 -3.89903473E+00 -3.82114898E+00  0.00000000E+00
     541  9.19916745E-02  9.80429414E-03  1.43700660E-04  5.01683985E-01  2.01810515E-02  1.35468973E+00 -3.89885834E+00 -3.82099406E+00  0.00000000E+00
     551  9.22905445E-02  9.83778193E-03  1.43601733E-04  5.05411467E-01  1.98563587E-02  1.39085574E+00 -3.89813826E+00 -3.82024641E+00  0.00000000E+00
     561  9.13658422E-02  9.65292453E-03  1.39439948E-04  5.01175088E-01  1.96303089E-02  1.37627310E+00 -3.89802715E+00 -3.82014165E+00  0.00000000E+00
     571  9.20876204E-02  9.76094545E-03  1.40564735E-04  5.08219447E-01  1.92634564E-02  1.36434225E+00 -3.89851080E+00 -3.82050741E+00  0.00000000E+00
     581  9.16895629E-02  9.67426202E-03  1.38190735E-04  5.07822247E-01  1.90599724E-02  1.38810546E+00 -3.89914355E+00 -3.82110578E+00  0.00000000E+00
     591  9.05362407E-02  9.47293840E-03  1.34127226E-04  5.01774144E-01  1.91929476E-02  1.35357478E+00 -3.89933630E+00 -3.82127180E+00  0.00000000E+00
     601  8.94177407E-02  9.28149087E-03  1.30387209E-04  4.95480158E-01  1.93408057E-02  1.31806033E+00 -3.89960145E+00 -3.82159287E+00  0.00000000E+00
     611  9.02887753E-02  9.46916974E-03  1.36293700E-04  4.93323543E-01  1.98092755E-02  1.29208884E+00 -3.89948662E+00 -3.82151353E+00  0.00000000E+00
     621  8.95903231E-02  9.34172519E-03  1.33395343E-04  4.90475305E-01  1.97820891E-02  1.28161468E+00 -3.89956214E+00 -3.82159226E+00  0.00000000E+00
     631  8.93813167E-02  9.27943569E-03  1.31335605E-04  4.91585306E-01  1.94078447E-02  1.33431201E+00 -3.89914752E+00 -3.82122641E+00  0.00000000E+00
     641  8.84838037E-02  9.11064774E-03  1.27813720E-04  4.86716019E-01  1.92702035E-02  1.33555305E+00 -3.89870332E+00 -3.82080307E+00  0.00000000E+00
     651  8.84672838E-02  9.09306862E-03  1.27173054E-04  4.87312289E-01  1.90497789E-02  1.31212735E+00 -3.89904795E+00 -3.82110323E+00  0.00000000E+00
     661  8.75299113E-02  8.94178951E-03  1.24367859E-04  4.81512825E-01  1.92557638E-02  1.29951036E+00 -3.89913654E+00 -3.82122808E+00  0.00000000E+00
     671  8.71379200E-02  8.86287438E-03  1.22455133E-04  4.80355241E-01  1.90986432E-02  1.29389634E+00 -3.89953827E+00 -3.82170915E+00  0.00000000E+00
     681  8.62002612E-02  8.70704084E-03  1.19483862E-04  4.74652304E-01  1.91993889E-02  1.28488124E+00 -3.89941156E+00 -3.82161985E+00  0.00000000E+00
     691  8.70204227E-02  8.85434536E-03  1.22756344E-04  4.78072984E-01  1.92781320E-02  1.28878236E+00 -3.89876162E+00 -3.82096272E+00  0.00000000E+00
     701  8.83231957E-02  9.11122816E-03  1.28861750E-04  4.82573193E-01  1.97060178E-02  1.26459063E+00 -3.89854357E+00 -3.82073841E+00  0.00000000E+00
     711  8.98421787E-02  9.43681568E-03  1.38244468E-04  4.82541457E-01  2.05325760E-02  1.24956567E+00 -3.89859679E+00 -3.82081553E+00  0.00000000E+00
     721  9.02917179E-02  9.50027842E-03  1.38841050E-04  4.87228394E-01  2.02691577E-02  1.24255504E+00 -3.89830562E+00 -3.82056901E+00  0.00000000E+00
     731  8.99366690E-02  9.41290427E-03  1.36387334E-04  4.86895880E-01  1.99174589E-02  1.22352340E+00 -3.89829269E+00 -3.82051036E+00  0.00000000E+00
     741  8.96659695E-02  9.33832333E-03  1.34085053E-04  4.87467630E-01  1.95269814E-02  1.22002363E+00 -3.89823216E+00 -3.82035013E+00  0.00000000E+00
     751  9.08172312E-02  9.58281910E-03  1.41373135E-04  4.86832604E-01  2.00791353E-02  1.21661056E+00 -3.89812130E+00 -3.82024069E+00  0.00000000E+00
     761  9.07671855E-02  9.55180540E-03  1.39998265E-04  4.88517869E-01  1.97493658E-02  1.21141428E+00 -3.89791777E+00 -3.82014135E+00  0.00000000E+00
     771  9.03296461E-02  9.47540627E-03  1.38569257E-04  4.85541967E-01  1.97920473E-02  1.18564707E+00 -3.89809362E+00 -3.82033633E+00  0.00000000E+00
     781  9.09309359E-02  9.57160918E-03  1.39850957E-04  4.91168166E-01  1.95997275E-02  1.16201944E+00 -3.89824241E+00 -3.82045698E+00  0.00000000E+00
     791  9.16722475E-02  9.70631738E-03  1.42539559E-04  4.95681176E-01  1.95898365E-02  1.17538021E+00 -3.89820756E+00 -3.82048129E+00  0.00000000E+00
     801  9.18263609E-02  9.71710384E-03  1.42086457E-04  4.98399750E-01  1.93267397E-02  1.16996166E+00 -3.89828479E+00 -3.82048345E+00  0.00000000E+00
     811  9.20790800E-02  9.74554866E-03  1.41957454E-04  5.01776327E-01  1.90555448E-02  1.14989989E+00 -3.89835634E+00 -3.82052056E+00  0.00000000E+00
     821  9.22370559E-02  9.75376847E-03  1.41256269E-04  5.05072491E-01  1.87412435E-02  1.12616119E+00 -3.89821864E+00 -3.82040826E+00  0.00000000E+00
     831  9.26204164E-02  9.84210098E-03  1.44122846E-04  5.04052231E-01  1.90039239E-02  1.11121010E+00 -3.89831589E+00 -3.82057081E+00  0.00000000E+00
     841  9.21429880E-02  9.77910143E-03  1.43128258E-04  5.01108358E-01  1.93831081E-02  1.09694213E+00 -3.89855242E+00 -3.82077903E+00  0.00000000E+00
     851  9.13215865E-02  9.63836362E-03  1.40256322E-04  4.96737492E-01  1.95329106E-02  1.08625761E+00 -3.89826844E+00 -3.82051808E+00  0.00000000E+00
     861  9.07915173E-02  9.52771331E-03  1.37627395E-04  4.94633707E-01  1.93205797E-02  1.08599786E+00 -3.89857627E+00 -3.82077977E+00  0.00000000E+00
     871  9.00008084E-02  9.38683788E-03  1.34800531E-04  4.90045165E-01  1.93518427E-02  1.11875841E+00 -3.89910333E+00 -3.82123169E+00  0.00000000E+00
     881  8.94148364E-02  9.27561738E-03  1.32381140E-04  4.87115928E-01  1.92602799E-02  1.11480611E+00 -3.89884330E+00 -3.82100903E+00  0.00000000E+00
     891  8.91991910E-02  9.22778862E-03  1.31063343E-04  4.86944072E-01  1.91202354E-02  1.12125510E+00 -3.89849370E+00 -3.82074620E+00  0.00000000E+00
     901  8.86455456E-02  9.12361563E-03  1.28760310E-04  4.84383510E-01  1.90343561E-02  1.11591345E+00 -3.89861285E+00 -3.82091826E+00  0.00000000E+00
     911  8.79060520E-02  8.99854243E-03  1.26268554E-04  4.80207973E-01  1.91168593E-02  1.12296606E+00 -3.89829000E+00 -3.82068020E+00  0.00000000E+00
     921  8.80143122E-02  9.00138538E-03  1.25682812E-04  4.82945976E-01  1.88731777E-02  1.14557521E+00 -3.89812302E+00 -3.82049677E+00  0.00000000E+00
     931  8.74450521E-02  8.90616224E-03  1.23690675E-04  4.80202123E-01  1.89432473E-02  1.13042690E+00 -3.89816274E+00 -3.82050987E+00  0.00000000E+00
     941  8.69501269E-02  8.81184774E-03  1.21621878E-04  4.77896647E-01  1.88228984E-02  1.11960967E+00 -3.89814784E+00 -3.82047190E+00  0.00000000E+00
     951  8.66764851E-02  8.74934064E-03  1.19957558E-04  4.77657080E-01  1.85973646E-02  1.14676517E+00 -3.89865666E+00 -3.82095147E+00  0.00000000E+00
     961  8.63038362E-02  8.66799679E-03  1.18002487E-04  4.76481030E-01  1.83434456E-02  1.13728789E+00 -3.89882230E+00 -3.82103895E+00  0.00000000E+00
     971  8.55568272E-02  8.54695178E-03  1.15791251E-04  4.71637503E-01  1.84537858E-02  1.14182475E+00 -3.89882989E+00 -3.82100183E+00  0.00000000E+00
     981  8.56097874E-02  8.54186735E-03  1.15235662E-04  4.73546521E-01  1.82409781E-02  1.12517886E+00 -3.89887334E+00 -3.82107083E+00  0.00000000E+00
     991  8.61524255E-02  8.64605807E-03  1.17843463E-04  4.74529977E-01  1.84062075E-02  1.12613670E+00 -3.89879721E+00 -3.82102771E+00  0.00000000E+00
    1001  8.59221310E-02  8.58833751E-03  1.16250278E-04  4.74642983E-01  1.81340929E-02  1.13607080E+00 -3.89910771E+00 -3.82137079E+00  0.00000000E+00
    1011  8.55038015E-02  8.50923989E-03  1.14500393E-04  4.72886439E-01  1.80230212E-02  1.14051671E+00 -3.89931603E+00 -3.82156540E+00  0.00000000E+00
    1021  8.53038488E-02  8.46327011E-03  1.13227665E-04  4.73067611E-01  1.78453037E-02  1.13104523E+00 -3.89947439E+00 -3.82169412E+00  0.00000000E+00
    1031  8.53457672E-02  8.46241821E-03  1.12858190E-04  4.74681304E-01  1.77249044E-02  1.14721731E+00 -3.89926169E+00 -3.82150143E+00  0.00000000E+00
    1041  8.47309044E-02  8.36307958E-03  1.11017731E-04  4.70898940E-01  1.78036419E-02  1.13130632E+00 -3.89916167E+00 -3.82138950E+00  0.00000000E+00
    1051  8.40426756E-02  8.25450955E-03  1.09109012E-04  4.66226730E-01  1.79177172E-02  1.14320069E+00 -3.89929175E+00 -3.82145088E+00  0.00000000E+00
    1061  8.39024357E-02  8.22618880E-03  1.08260142E-04  4.66726513E-01  1.78460044E-02  1.12524400E+00 -3.89935438E+00 -3.82159640E+00  0.00000000E+00
    1071  8.36856622E-02  8.17565434E-03  1.06917945E-04  4.66807163E-01  1.76323493E-02  1.11851696E+00 -3.89959019E+00 -3.82182131E+00  0.00000000E+00
    1081  8.33951698E-02  8.12239266E-03  1.05677687E-04  4.66058000E-01  1.75612707E-02  1.10307756E+00 -3.89966567E+00 -3.82189516E+00  0.00000000E+00
    1091  8.35677026E-02  8.13478884E-03  1.05277844E-04  4.69698128E-01  1.73144585E-02  1.09678194E+00 -3.89964616E+00 -3.82192815E+00  0.00000000E+00
    1101  8.34272086E-02  8.10026502E-03  1.04246439E-04  4.70407874E-01  1.71480857E-02  1.11764252E+00 -3.89963718E+00 -3.82193109E+00  0.00000000E+00
    1111  8.35244942E-02  8.11399824E-03  1.04243753E-04  4.72212664E-01  1.71103536E-02  1.10924527E+00 -3.89950789E+00 -3.82184079E+00  0.00000000E+00
    1121  8.32244847E-02  8.05369032E-03  1.02873402E-04  4.71321079E-01  1.69557177E-02  1.11440498E+00 -3.89930856E+00 -3.82166838E+00  0.00000000E+00
    1131  8.34976477E-02  8.09342461E-03  1.03326055E-04  4.74195932E-01  1.68683650E-02  1.11998766E+00 -3.89897762E+00 -3.82139560E+00  0.00000000E+00
    1141  8.33215517E-02  8.06066720E-03  1.02639957E-04  4.73433499E-01  1.68175116E-02  1.14388493E+00 -3.89864220E+00 -3.82107683E+00  0.00000000E+00
    1151  8.31804366E-02  8.02276956E-03  1.01563316E-04  4.74022726E-01  1.66009104E-02  1.14415302E+00 -3.89848650E+00 -3.82092897E+00  0.00000000E+00
    1161  8.34152352E-02  8.04976111E-03  1.01527273E-04  4.77729518E-01  1.64185521E-02  1.14601392E+00 -3.89843255E+00 -3.82089425E+00  0.00000000E+00
    1171  8.29823516E-02  7.97393470E-03  1.00078886E-04  4.75342531E-01  1.63614660E-02  1.16506516E+00 -3.89872701E+00 -3.82120960E+00  0.00000000E+00
    1181  8.34646991E-02  8.05398810E-03  1.01362005E-04  4.79126851E-01  1.63579779E-02  1.16787478E+00 -3.89888036E+00 -3.82137381E+00  0.00000000E+00
    1191  8.30905185E-02  7.98328826E-03  9.99376248E-05  4.77310054E-01  1.62319713E-02  1.17143709E+00 -3.89913897E+00 -3.82162830E+00  0.00000000E+00
    1201  8.25938268E-02  7.90669602E-03  9.85904430E-05  4.74317550E-01  1.63177263E-02  1.18707537E+00 -3.89890814E+00 -3.82141936E+00  0.00000000E+00
    1211  8.23365426E-02  7.86247983E-03  9.75933326E-05  4.73764909E-01  1.62909219E-02  1.20027690E+00 -3.89911104E+00 -3.82160110E+00  0.00000000E+00
    1221  8.26062757E-02  7.90719746E-03  9.82586409E-05  4.76153159E-01  1.62943375E-02  1.18852129E+00 -3.89918595E+00 -3.82163393E+00  0.00000000E+00
    1231  8.21629567E-02  7.83599789E-03  9.69787695E-05  4.73538285E-01  1.63220975E-02  1.17418000E+00 -3.89914221E+00 -3.82164413E+00  0.00000000E+00
    1241  8.15562838E-02  7.74850731E-03  9.55679492E-05  4.69415062E-01  1.65000727E-02  1.16414470E+00 -3.89917270E+00 -3.82166874E+00  0.00000000E+00
    1251  8.16841880E-02  7.75924876E-03  9.53551658E-05  4.72061153E-01  1.63476018E-02  1.16912198E+00 -3.89926268E+00 -3.82174099E+00  0.00000000E+00
    1261  8.11197223E-02  7.68600273E-03  9.43464441E-05  4.67642701E-01  1.66281155E-02  1.16952301E+00 -3.89951471E+00 -3.82203045E+00  0.00000000E+00
    1271  8.20021592E-02  7.87354768E-03  9.97892323E-05  4.63436033E-01  1.72838617E-02  1.15857510E+00 -3.89956617E+00 -3.82207219E+00  0.00000000E+00
    1281  8.26455319E-02  7.99539836E-03  1.02607022E-04  4.64973106E-01  1.75233114E-02  1.16307429E+00 -3.89982345E+00 -3.82231624E+00  0.00000000E+00
    1291  8.28944465E-02  8.04077250E-03  1.03636727E-04  4.65685592E-01  1.75860103E-02  1.16580404E+00 -3.89965679E+00 -3.82214875E+00  0.00000000E+00
    1301  8.25461414E-02  7.97431586E-03  1.02275954E-04  4.63875794E-01  1.74531646E-02  1.19042794E+00 -3.89975744E+00 -3.82218556E+00  0.00000000E+00
    1311  8.21866842E-02  7.91250022E-03  1.01055521E-04  4.61964019E-01  1.74140419E-02  1.19079028E+00 -3.89975699E+00 -3.82218001E+00  0.00000000E+00
    1321  8.22089711E-02  7.91628995E-03  1.00969021E-04  4.62939135E-01  1.74159349E-02  1.18337723E+00 -3.89982904E+00 -3.82219993E+00  0.00000000E+00
    1331  8.26659320E-02  7.99269744E-03  1.02225218E-04  4.66603647E-01  1.74319693E-02  1.18865243E+00 -3.89969702E+00 -3.82209168E+00  0.00000000E+00
    1341  8.31105861E-02  8.06397100E-03  1.03217966E-04  4.70901990E-01  1.73952770E-02  1.19766266E+00 -3.89948004E+00 -3.82191412E+00  0.00000000E+00
    1351  8.37735692E-02  8.19006929E-03  1.05979502E-04  4.73345900E-01  1.76277487E-02  1.18665973E+00 -3.89938517E+00 -3.82184177E+00  0.00000000E+00
    1361  8.39465835E-02  8.21339592E-03  1.06113452E-04  4.75671251E-01  1.75421508E-02  1.17412063E+00 -3.89929646E+00 -3.82174207E+00  0.00000000E+00
    1371  8.40786352E-02  8.23044108E-03  1.06270831E-04  4.77066332E-01  1.74648022E-02  1.17543223E+00 -3.89955336E+00 -3.82196667E+00  0.00000000E+00
    1381  8.39322261E-02  8.21219753E-03  1.05906807E-04  4.76539585E-01  1.75603780E-02  1.16669006E+00 -3.89962934E+00 -3.82204927E+00  0.00000000E+00
    1391  8.39704976E-02  8.20808933E-03  1.05486841E-04  4.78093286E-01  1.74019451E-02  1.17773332E+00 -3.89969337E+00 -3.82207478E+00  0.00000000E+00
    1401  8.40955462E-02  8.23016992E-03  1.06003615E-04  4.78346871E-01  1.74179504E-02  1.17963506E+00 -3.89965945E+00 -3.82201786E+00  0.00000000E+00
    1411  8.41848467E-02  8.23372945E-03  1.05651753E-04  4.80527851E-01  1.72454718E-02  1.18064417E+00 -3.89987757E+00 -3.82221541E+00  0.00000000E+00
    1421  8.46178982E-02  8.32097521E-03  1.08094554E-04  4.79603816E-01  1.74582199E-02  1.19418569E+00 -3.89995603E+00 -3.82233376E+00  0.00000000E+00
    1431  8.46116569E-02  8.31603859E-03  1.07779812E-04  4.80502843E-01  1.73998584E-02  1.19487344E+00 -3.89981180E+00 -3.82218215E+00  0.00000000E+00
    1441  8.43903989E-02  8.27277708E-03  1.06791958E-04  4.79866711E-01  1.73115969E-02  1.23711548E+00 -3.89946613E+00 -3.82183658E+00  0.00000000E+00
    1451  8.43981511E-02  8.26251486E-03  1.06248156E-04  4.81229060E-01  1.71375735E-02  1.23403500E+00 -3.89930777E+00 -3.82166629E+00  0.00000000E+00
    1461  8.41434605E-02  8.21286373E-03  1.05182644E-04  4.80203210E-01  1.70364272E-02  1.22096684E+00 -3.89925048E+00 -3.82161728E+00  0.00000000E+00
    1471  8.40532708E-02  8.19088719E-03  1.04486418E-04  4.80869317E-01  1.69340510E-02  1.21578491E+00 -3.89919070E+00 -3.82154270E+00  0.00000000E+00
    1481  8.45185991E-02  8.28321069E-03  1.06889535E-04  4.80702158E-01  1.71428398E-02  1.22630871E+00 -3.89898926E+00 -3.82131274E+00  0.00000000E+00
    1491  8.42570624E-02  8.23839974E-03  1.05928302E-04  4.79758448E-01  1.71327642E-02  1.21911069E+00 -3.89901797E+00 -3.82131268E+00  0.00000000E+00
    1501  8.38204977E-02  8.16673210E-03  1.04655260E-04  4.76950023E-01  1.71584690E-02  1.21266661E+00 -3.89893017E+00 -3.82116406E+00  0.00000000E+00
    1511  8.37579834E-02  8.15150262E-03  1.04224477E-04  4.77154802E-01  1.70869776E-02  1.22086384E+00 -3.89924344E+00 -3.82146899E+00  0.00000000E+00
    1521  8.37717584E-02  8.14884162E-03  1.03919424E-04  4.78344580E-01  1.70122478E-02  1.22192101E+00 -3.89910986E+00 -3.82132258E+00  0.00000000E+00
    1531  8.39268827E-02  8.17061112E-03  1.04169043E-04  4.79874272E-01  1.69484087E-02  1.21422873E+00 -3.89913508E+00 -3.82130088E+00  0.00000000E+00
    1541  8.38828908E-02  8.15170036E-03  1.03500534E-04  4.80811671E-01  1.67750201E-02  1.20693242E+00 -3.89921347E+00 -3.82135634E+00  0.00000000E+00
    1551  8.38007412E-02  8.13302710E-03  1.02965084E-04  4.81123161E-01  1.67013525E-02  1.20565353E+00 -3.89923081E+00 -3.82137812E+00  0.00000000E+00
    1561  8.37954492E-02  8.12203696E-03  1.02436156E-04  4.82390672E-01  1.65494002E-02  1.21283296E+00 -3.89936433E+00 -3.82149252E+00  0.00000000E+00
    1571  8.40655055E-02  8.16219106E-03  1.02898490E-04  4.85157687E-01  1.64715261E-02  1.21073548E+00 -3.89938004E+00 -3.82150063E+00  0.00000000E+00
    1581  8.39805849E-02  8.13917120E-03  1.02239440E-04  4.85557499E-01  1.63399370E-02  1.22698053E+00 -3.89916693E+00 -3.82135377E+00  0.00000000E+00
